	locus_tag	ftype	length_bp	gene	EC_number	COG	product	COG_category_ID	COG_name	COG_Gene	COG_pathway	PubMed_ID	PDB_ID	Hexadecimal	COG_category_desc
1959	FGCHFFMF_01891	CDS	429				Single-stranded DNA-binding protein								
1960	FGCHFFMF_01892	CDS	369	rpsF		COG0360	30S ribosomal protein S6	J	Ribosomal protein S6	RpsF	Ribosome 30S subunit		4V4H	FCCCFC	Translation, ribosomal structure and biogenesis
1961	FGCHFFMF_01893	CDS	1383				hypothetical protein								
1962	FGCHFFMF_01894	CDS	3051				hypothetical protein								
1963	FGCHFFMF_01895	tRNA	74				tRNA-Gln(ttg)								
1964	FGCHFFMF_01896	CDS	2820				hypothetical protein								
1965	FGCHFFMF_01897	CDS	468	cymR_2			HTH-type transcriptional regulator CymR								
1966	FGCHFFMF_01898	CDS	762	sufC		COG0396	Vegetative protein 296	O	Fe-S cluster assembly ATPase SufC	SufC			2D3W	9CFCAC	Posttranslational modification, protein turnover, chaperones
1967	FGCHFFMF_01899	CDS	1440				hypothetical protein								
1968	FGCHFFMF_01900	CDS	1302	sufB		COG0719	FeS cluster assembly protein SufB	O	Fe-S cluster assembly scaffold protein SufB	SufB			1VH4	9CFCAC	Posttranslational modification, protein turnover, chaperones
1969	FGCHFFMF_01901	CDS	309	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component								
1970	FGCHFFMF_01902	CDS	1248	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS	E	Selenocysteine lyase/Cysteine desulfurase	CsdA			4LW2	DCFCFC	Amino acid transport and metabolism
1971	FGCHFFMF_01903	CDS	432	sufE			Cysteine desulfuration protein SufE								
1972	FGCHFFMF_01904	CDS	309	sufT			Fe-S protein maturation auxiliary factor SufT								
1973	FGCHFFMF_01905	CDS	399				hypothetical protein								
1974	FGCHFFMF_01906	CDS	1161	tolB_3			Tol-Pal system protein TolB								
1975	FGCHFFMF_01907	CDS	534				hypothetical protein								
1976	FGCHFFMF_01908	CDS	183	rpmF		COG0333	50S ribosomal protein L32	J	Ribosomal protein L32	RpmF	Ribosome 50S subunit	17114934	1VS6	FCCCFC	Translation, ribosomal structure and biogenesis
1977	FGCHFFMF_01909	CDS	993	plsX	2.3.1.274	COG0416	Phosphate acyltransferase	I	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis)	PlsX		18992246	2GK3	DCCCFC	Lipid transport and metabolism
1978	FGCHFFMF_01910	CDS	993	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7	DCCCFC	Lipid transport and metabolism
1979	FGCHFFMF_01911	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase								
1980	FGCHFFMF_01912	CDS	744	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG								
1981	FGCHFFMF_01913	CDS	240	acpP_3		COG0236	Acyl carrier protein	I	Acyl carrier protein	AcpP	Fatty acid biosynthesis		1ACP	DCCCFC	Lipid transport and metabolism
1982	FGCHFFMF_01914	CDS	1248	fabF_4	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2	Q	3-oxoacyl-(acyl-carrier-protein) synthase	FabB	Fatty acid biosynthesis	21652641	2UV8	BCCCFC	Secondary metabolites biosynthesis, transport and catabolism
1983	FGCHFFMF_01914	CDS	1248	fabF_4	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2	I	3-oxoacyl-(acyl-carrier-protein) synthase	FabB	Fatty acid biosynthesis	21652641	2UV8	DCCCFC	Lipid transport and metabolism
1984	FGCHFFMF_01915	CDS	717	rnc	3.1.26.3		Ribonuclease 3								
1985	FGCHFFMF_01916	CDS	474	nqo6_2	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6	C	NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase	NuoB	NADH dehydrogenase	25941396	2FUG	BCFCFC	Energy production and conversion
1986	FGCHFFMF_01917	CDS	543	ndhJ_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic								
1987	FGCHFFMF_01918	CDS	1230	nqo4_2	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4	C	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	NuoD	NADH dehydrogenase		2FUG	BCFCFC	Energy production and conversion
1988	FGCHFFMF_01919	CDS	489	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2	C	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	NuoE	NADH dehydrogenase		5XF9	BCFCFC	Energy production and conversion
1989	FGCHFFMF_01920	CDS	1311	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F	C	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	NuoF	NADH dehydrogenase		2FUG	BCFCFC	Energy production and conversion
1990	FGCHFFMF_01921	CDS	2832				hypothetical protein								
1991	FGCHFFMF_01922	CDS	1410				hypothetical protein								
1992	FGCHFFMF_01923	CDS	2475	rsbW	2.7.11.1		Serine-protein kinase RsbW								
1993	FGCHFFMF_01924	CDS	636	rex_2		COG2344	Redox-sensing transcriptional repressor Rex	K	NADH/NAD ratio-sensing transcriptional regulator Rex	Rex		23490197	3KEO	FCDCEC	Transcription
1994	FGCHFFMF_01925	CDS	987	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase	H	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	PdxA	Pyridoxal phosphate biosynthesis		1PS6	DCDCFC	Coenzyme transport and metabolism
1995	FGCHFFMF_01926	CDS	861	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A	J	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	RsmA	16S rRNA modification		1QYR	FCCCFC	Translation, ribosomal structure and biogenesis
1996	FGCHFFMF_01927	CDS	1836	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	M	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	GlmS			2J6H	ECFCAC	Cell wall/membrane/envelope biogenesis
1997	FGCHFFMF_01928	CDS	390	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit	C	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit	SdhC		18511537	2WU2	BCFCFC	Energy production and conversion
1998	FGCHFFMF_01929	CDS	1803	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit								
1999	FGCHFFMF_01930	CDS	768	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit	C	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	SdhB/FrdB	TCA cycle		6LUM	BCFCFC	Energy production and conversion
2000	FGCHFFMF_01931	CDS	495	resA_2			Thiol-disulfide oxidoreductase ResA								
2001	FGCHFFMF_01932	CDS	780				hypothetical protein								
2002	FGCHFFMF_01933	CDS	912	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase	L	Formamidopyrimidine-DNA glycosylase	Nei			1EE8	FCDCDC	Replication, recombination and repair
2003	FGCHFFMF_01934	CDS	204				hypothetical protein								
2004	FGCHFFMF_01935	CDS	789	thiG	2.8.1.10	COG2022	Thiazole synthase	H	Thiazole synthase ThiGH, ThiG subunit (thiamin biosynthesis)	ThiG	Thiamine biosynthesis		1TYG	DCDCFC	Coenzyme transport and metabolism
2005	FGCHFFMF_01936	CDS	1113	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA								
2006	FGCHFFMF_01937	CDS	606	sigK		COG1595	ECF RNA polymerase sigma factor SigK	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	RNA polymerase		2Q1Z	FCDCEC	Transcription
2007	FGCHFFMF_01938	CDS	255				hypothetical protein								
2008	FGCHFFMF_01939	CDS	1212	rlmI_2	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	RlmK	23S rRNA modification		2B78	FCCCFC	Translation, ribosomal structure and biogenesis
2009	FGCHFFMF_01940	CDS	300				hypothetical protein								
2010	FGCHFFMF_01941	CDS	1131	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase	E	3-dehydroquinate synthetase	AroB	Aromatic amino acid biosynthesis		3ZOK	DCFCFC	Amino acid transport and metabolism
2011	FGCHFFMF_01942	CDS	462				hypothetical protein								
2012	FGCHFFMF_01943	CDS	612				hypothetical protein								
2013	FGCHFFMF_01944	CDS	579	algU_4		COG1595	RNA polymerase sigma-H factor	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	RNA polymerase		2Q1Z	FCDCEC	Transcription
2014	FGCHFFMF_01945	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF	J	Ribosome-binding ATPase YchF, GTP1/OBG family	GTP1		21527254	2DWQ	FCCCFC	Translation, ribosomal structure and biogenesis
2015	FGCHFFMF_01946	CDS	258				hypothetical protein								
2016	FGCHFFMF_01947	CDS	1002	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase	G	Fructose/tagatose bisphosphate aldolase	Fba	Glycolysis		1B57	CCFCFC	Carbohydrate transport and metabolism
2017	FGCHFFMF_01948	CDS	2952				hypothetical protein								
2018	FGCHFFMF_01949	CDS	954				hypothetical protein								
2019	FGCHFFMF_01950	CDS	840				hypothetical protein								
2020	FGCHFFMF_01951	CDS	165	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic								
2021	FGCHFFMF_01952	CDS	417				hypothetical protein								
2022	FGCHFFMF_01953	CDS	1080	hycE		COG3261	Formate hydrogenlyase subunit 5	C	Ni,Fe-hydrogenase III large subunit	HycE2			6CFW	BCFCFC	Energy production and conversion
2023	FGCHFFMF_01954	CDS	360	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic								
2024	FGCHFFMF_01955	CDS	333	hypA			Hydrogenase maturation factor HypA								
2025	FGCHFFMF_01956	CDS	678	hypB		COG0378	Hydrogenase maturation factor HypB	O	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase	HypB		24338018;23899293	2HF8	9CFCAC	Posttranslational modification, protein turnover, chaperones
2026	FGCHFFMF_01957	CDS	351	rsbV		COG1366	Anti-sigma-B factor antagonist	T	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	SpoIIAA			1AUZ	FCFCAC	Signal transduction mechanisms
2027	FGCHFFMF_01958	CDS	2034				hypothetical protein								
2028	FGCHFFMF_01959	CDS	1509	lysS	6.1.1.6		Lysine--tRNA ligase								
2029	FGCHFFMF_01960	CDS	1245	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC	M	ABC-type transport system involved in lipoprotein release, permease component LolC	LolE			6F49	ECFCAC	Cell wall/membrane/envelope biogenesis
2030	FGCHFFMF_01961	CDS	684	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD	M	ABC-type lipoprotein export system, ATPase component	LolD			5GKO	ECFCAC	Cell wall/membrane/envelope biogenesis
2031	FGCHFFMF_01962	CDS	876	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase	H	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	IlvE	Isoleucine, leucine, valine biosynthesis		1A3G	DCDCFC	Coenzyme transport and metabolism
2032	FGCHFFMF_01962	CDS	876	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase	E	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	IlvE	Isoleucine, leucine, valine biosynthesis		1A3G	DCFCFC	Amino acid transport and metabolism
2033	FGCHFFMF_01963	CDS	1482	gltX1_1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1	J	Glutamyl- or glutaminyl-tRNA synthetase	GlnS	Heme biosynthesis		1EUQ	FCCCFC	Translation, ribosomal structure and biogenesis
2034	FGCHFFMF_01964	CDS	738		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase								
2035	FGCHFFMF_01965	CDS	2037	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC								
2036	FGCHFFMF_01966	CDS	1602	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase								
2037	FGCHFFMF_01967	CDS	672				hypothetical protein								
2038	FGCHFFMF_01968	CDS	720				hypothetical protein								
2039	FGCHFFMF_01969	CDS	600				hypothetical protein								
2040	FGCHFFMF_01970	CDS	1959				hypothetical protein								
2041	FGCHFFMF_01971	CDS	291	groS2		COG0234	10 kDa chaperonin 2	O	Co-chaperonin GroES (HSP10)	GroES				9CFCAC	Posttranslational modification, protein turnover, chaperones
2042	FGCHFFMF_01972	CDS	1917	dnaK_2			Chaperone protein DnaK								
2043	FGCHFFMF_01973	CDS	1761				hypothetical protein								
2044	FGCHFFMF_01974	CDS	939				hypothetical protein								
2045	FGCHFFMF_01975	CDS	1503				hypothetical protein								
2046	FGCHFFMF_01976	CDS	1086	zraR_2		COG2204	Transcriptional regulatory protein ZraR	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2	FCFCAC	Signal transduction mechanisms
2047	FGCHFFMF_01977	CDS	1668				hypothetical protein								
2048	FGCHFFMF_01978	CDS	435	rnr	3.1.13.1	COG0557	Ribonuclease R	K	Exoribonuclease R	VacB			6H25	FCDCEC	Transcription
2049	FGCHFFMF_01979	CDS	237				hypothetical protein								
2050	FGCHFFMF_01980	CDS	1947	ompA			Outer membrane protein A								
2051	FGCHFFMF_01981	CDS	696				hypothetical protein								
2052	FGCHFFMF_01982	CDS	738				hypothetical protein								
2053	FGCHFFMF_01983	CDS	1371				hypothetical protein								
2054	FGCHFFMF_01984	CDS	285				hypothetical protein								
2055	FGCHFFMF_01985	CDS	723	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase	H	Precorrin-2 methylase	CobF	Cobalamine/B12 biosynthesis		2QBU	DCDCFC	Coenzyme transport and metabolism
2056	FGCHFFMF_01986	CDS	648	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase	H	Precorrin-8X methylmutase CbiC/CobH	CobH	Cobalamine/B12 biosynthesis		1F2V	DCDCFC	Coenzyme transport and metabolism
2057	FGCHFFMF_01987	CDS	834				hypothetical protein								
2058	FGCHFFMF_01988	CDS	315				hypothetical protein								
2059	FGCHFFMF_01989	CDS	984				hypothetical protein								
2060	FGCHFFMF_01990	CDS	678	ytrE		COG1136	ABC transporter ATP-binding protein YtrE	M	ABC-type lipoprotein export system, ATPase component	LolD			5GKO	ECFCAC	Cell wall/membrane/envelope biogenesis
2061	FGCHFFMF_01991	CDS	1257				hypothetical protein								
2062	FGCHFFMF_01992	CDS	450				hypothetical protein								
2063	FGCHFFMF_01993	CDS	621				hypothetical protein								
2064	FGCHFFMF_01994	CDS	516				hypothetical protein								
2065	FGCHFFMF_01995	CDS	3399				hypothetical protein								
2066	FGCHFFMF_01996	CDS	207	cspB_2		COG1278	Cold shock protein CspB	K	Cold shock protein, CspA family	CspC			1C9O	FCDCEC	Transcription
2067	FGCHFFMF_01997	CDS	135				hypothetical protein								
2068	FGCHFFMF_01998	CDS	402				hypothetical protein								
2069	FGCHFFMF_01999	CDS	1587	glpK	2.7.1.30	COG0554	Glycerol kinase	C	Glycerol kinase	GlpK			2ZF5	BCFCFC	Energy production and conversion
2070	FGCHFFMF_02000	CDS	2028				hypothetical protein								
2071	FGCHFFMF_02001	CDS	828				hypothetical protein								
2072	FGCHFFMF_02002	CDS	1002	glcK	2.7.1.2	COG1940	Glucokinase	K	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	NagC			1WOQ	FCDCEC	Transcription
2073	FGCHFFMF_02002	CDS	1002	glcK	2.7.1.2	COG1940	Glucokinase	G	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	NagC			1WOQ	CCFCFC	Carbohydrate transport and metabolism
2074	FGCHFFMF_02003	CDS	270	yccX	3.6.1.7		Acylphosphatase								
2075	FGCHFFMF_02004	CDS	276	hup_2			DNA-binding protein HU								
2076	FGCHFFMF_02005	CDS	351				hypothetical protein								
2077	FGCHFFMF_02006	CDS	1038				hypothetical protein								
2078	FGCHFFMF_02007	CDS	153				hypothetical protein								
2079	FGCHFFMF_02008	CDS	1461				hypothetical protein								
2080	FGCHFFMF_02009	CDS	714				hypothetical protein								
2081	FGCHFFMF_02010	CDS	945	cpoB_6			Cell division coordinator CpoB								
2082	FGCHFFMF_02011	CDS	1053	cpoB_7			Cell division coordinator CpoB								
2083	FGCHFFMF_02012	CDS	1212				hypothetical protein								
2084	FGCHFFMF_02013	CDS	1029				hypothetical protein								
2085	FGCHFFMF_02014	CDS	633	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C								
2086	FGCHFFMF_02015	CDS	390				hypothetical protein								
2087	FGCHFFMF_02016	CDS	1698				hypothetical protein								
2088	FGCHFFMF_02017	CDS	516	hndA_2	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA	C	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	NuoE	NADH dehydrogenase		5XF9	BCFCFC	Energy production and conversion
2089	FGCHFFMF_02018	CDS	594				hypothetical protein								
2090	FGCHFFMF_02019	CDS	774				hypothetical protein								
2091	FGCHFFMF_02020	CDS	1248				hypothetical protein								
2092	FGCHFFMF_02021	CDS	1905	uvrC		COG0322	UvrABC system protein C	L	Excinuclease UvrABC, nuclease subunit	UvrC		24513124	2NRT	FCDCDC	Replication, recombination and repair
2093	FGCHFFMF_02022	CDS	813	uvrB		COG0556	UvrABC system protein B	L	Excinuclease UvrABC helicase subunit UvrB	UvrB			1C4O	FCDCDC	Replication, recombination and repair
2094	FGCHFFMF_02023	CDS	1098	nifA		COG3604	Nif-specific regulatory protein	T	FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains	FhlA				FCFCAC	Signal transduction mechanisms
2095	FGCHFFMF_02023	CDS	1098	nifA		COG3604	Nif-specific regulatory protein	K	FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains	FhlA				FCDCEC	Transcription
2096	FGCHFFMF_02024	CDS	1089		3.2.1.4		Endoglucanase C307								
2097	FGCHFFMF_02025	CDS	1122	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase								
2098	FGCHFFMF_02026	CDS	354	yajC		COG1862	Sec translocon accessory complex subunit YajC	U	Protein translocase subunit YajC	YajC				ACFCAC	Intracellular trafficking, secretion, and vesicular transport
2099	FGCHFFMF_02027	CDS	984	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase	G	Galactose-1-phosphate uridylyltransferase	GalT			1GUP	CCFCFC	Carbohydrate transport and metabolism
2100	FGCHFFMF_02028	CDS	1569	aftB	2.4.2.-		Terminal beta-(1->2)-arabinofuranosyltransferase								
2101	FGCHFFMF_02029	CDS	411				hypothetical protein								
2102	FGCHFFMF_02030	CDS	237				hypothetical protein								
2103	FGCHFFMF_02031	CDS	843	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease								
2104	FGCHFFMF_02032	CDS	774	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj	D	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	ParA			6NOO	FCFCDC	Cell cycle control, cell division, chromosome partitioning
2105	FGCHFFMF_02032	CDS	774	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj	N	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	ParA			6NOO	DCFCAC	Cell motility
2106	FGCHFFMF_02033	CDS	882	spo0J		COG1475	Stage 0 sporulation protein J	D	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	Spo0J			1R71	FCFCDC	Cell cycle control, cell division, chromosome partitioning
2107	FGCHFFMF_02034	CDS	309				hypothetical protein								
2108	FGCHFFMF_02035	CDS	921				hypothetical protein								
2109	FGCHFFMF_02036	CDS	402				hypothetical protein								
2110	FGCHFFMF_02037	CDS	1449	gltX1_2	6.1.1.17	COG0008	Glutamate--tRNA ligase 1	J	Glutamyl- or glutaminyl-tRNA synthetase	GlnS	Heme biosynthesis		1EUQ	FCCCFC	Translation, ribosomal structure and biogenesis
2111	FGCHFFMF_02038	CDS	1929				hypothetical protein								
2112	FGCHFFMF_02039	CDS	2376				hypothetical protein								
2113	FGCHFFMF_02040	CDS	1335				hypothetical protein								
2114	FGCHFFMF_02041	CDS	2322	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB	O	ATP-dependent Clp protease, ATP-binding subunit ClpA	ClpA			1KSF	9CFCAC	Posttranslational modification, protein turnover, chaperones
2115	FGCHFFMF_02042	CDS	807	lnrL_3	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL	V	ABC-type multidrug transport system, ATPase component	CcmA			5DO7	FCFCBC	Defense mechanisms
2116	FGCHFFMF_02043	CDS	819				hypothetical protein								
2117	FGCHFFMF_02044	CDS	222				hypothetical protein								
2118	FGCHFFMF_02045	CDS	480	dsrE2		COG2210	Sulfur carrier protein DsrE2	C	Peroxiredoxin family protein	YrkE			2QS7	BCFCFC	Energy production and conversion
2119	FGCHFFMF_02046	CDS	612				hypothetical protein								
2120	FGCHFFMF_02047	CDS	432				hypothetical protein								
2121	FGCHFFMF_02048	CDS	1275				hypothetical protein								
2122	FGCHFFMF_02049	CDS	780				hypothetical protein								
2123	FGCHFFMF_02050	CDS	300				hypothetical protein								
2124	FGCHFFMF_02051	CDS	1620				hypothetical protein								
2125	FGCHFFMF_02052	CDS	1761				hypothetical protein								
2126	FGCHFFMF_02053	CDS	1389	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC								
2127	FGCHFFMF_02054	CDS	699	phoB_1		COG0745	Phosphate regulon transcriptional regulatory protein PhoB	T	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF	FCFCAC	Signal transduction mechanisms
2128	FGCHFFMF_02054	CDS	699	phoB_1		COG0745	Phosphate regulon transcriptional regulatory protein PhoB	K	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF	FCDCEC	Transcription
2129	FGCHFFMF_02055	CDS	705				hypothetical protein								
2130	FGCHFFMF_02056	CDS	540	flr			Flavoredoxin								
2131	FGCHFFMF_02057	CDS	444	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase	J	Ribosomal protein S18 acetylase RimI and related acetyltransferases	RimI			1GHE	FCCCFC	Translation, ribosomal structure and biogenesis
