	seqname	contigLen	totalAvgDepth	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
2219	NODE_2220_length_19400_cov_4.322719	19400	6.84779	6.84779	8.23159	bin.095	44.0							Bacteria?					
2234	NODE_2235_length_19345_cov_4.333696	19345	6.84647	6.84647	7.29436	bin.095	44.0							Bacteria?					
2296	NODE_2297_length_19095_cov_4.467122	19095	7.06688	7.06688	6.66562	bin.095	45.0							Bacteria?					
2345	NODE_2346_length_18808_cov_4.863489	18808	7.63683	7.63683	8.90884	bin.095	43.0							Bacteria?					
2374	NODE_2375_length_18714_cov_4.926148	18714	7.76659	7.76659	7.31535	bin.095	45.0							Bacteria?					
2418	NODE_2419_length_18569_cov_4.759263	18569	7.49682	7.49682	8.64989	bin.095	46.0							Bacteria?					
2493	NODE_2494_length_18221_cov_4.555433	18221	7.14958	7.14958	7.4278	bin.095	41.0							Bacteria?					
2496	NODE_2497_length_18206_cov_4.099994	18206	6.49745	6.49745	8.06448	bin.095	46.0							Bacteria?					
2581	NODE_2582_length_17909_cov_4.082334	17909	6.45566	6.45566	6.90281	bin.095	45.0							Bacteria?					
2583	NODE_2584_length_17895_cov_4.311996	17895	6.83612	6.83612	8.27002	bin.095	45.0							Bacteria?					
2587	NODE_2588_length_17887_cov_3.965680	17887	6.22416	6.22416	7.71693	bin.095	45.0							Bacteria?					
2628	NODE_2629_length_17760_cov_4.222254	17760	6.61726	6.61726	6.59097	bin.095	46.0							Bacteria?					
2703	NODE_2704_length_17492_cov_4.230774	17492	6.67403	6.67403	6.50681	bin.095	44.0							Bacteria?					
2721	NODE_2722_length_17417_cov_5.033579	17417	7.7969	7.7969	9.34554	bin.095	42.0							Bacteria?					
2728	NODE_2729_length_17404_cov_3.837628	17404	6.03657	6.03657	6.51115	bin.095	45.0							Bacteria?					
2762	NODE_2763_length_17339_cov_4.543682	17339	7.21694	7.21694	8.34	bin.095	45.0							Bacteria?					
2763	NODE_2764_length_17338_cov_4.210380	17338	6.67675	6.67675	6.30115	bin.095	46.0							Bacteria?					
2781	NODE_2782_length_17292_cov_3.895167	17292	6.11101	6.11101	6.97608	bin.095	45.0							Bacteria?					
2789	NODE_2790_length_17274_cov_4.239735	17274	6.61224	6.61224	6.91839	bin.095	44.0							Bacteria?					
2872	NODE_2873_length_16994_cov_4.715981	16994	7.41587	7.41587	8.89099	bin.095	43.0							Bacteria?					
2926	NODE_2927_length_16823_cov_4.162393	16823	6.39489	6.39489	7.5157	bin.095	45.0							Bacteria?					
2938	NODE_2939_length_16791_cov_3.627450	16791	5.78751	5.78751	5.79651	bin.095	45.0							Bacteria?					
2981	NODE_2982_length_16640_cov_4.681700	16640	7.47605	7.47605	8.90117	bin.095	45.0							Bacteria?					
3001	NODE_3002_length_16580_cov_4.409380	16580	7.02733	7.02733	8.96031	bin.095	44.0							Bacteria?					
3115	NODE_3116_length_16235_cov_4.182509	16235	6.65676	6.65676	7.00523	bin.095	46.0							Bacteria?					
3128	NODE_3129_length_16177_cov_3.974507	16177	6.28277	6.28277	6.80536	bin.095	46.0							Bacteria?					
3212	NODE_3213_length_15927_cov_3.823778	15927	6.04291	6.04291	6.99317	bin.095	46.0							Bacteria?					
3228	NODE_3229_length_15892_cov_3.741744	15892	5.92161	5.92161	6.14699	bin.095	47.0							Bacteria?					
3299	NODE_3300_length_15708_cov_3.926851	15708	6.19565	6.19565	6.32198	bin.095	42.0							Bacteria?					
3302	NODE_3303_length_15694_cov_4.322783	15694	6.862	6.862	6.35349	bin.095	45.0							Bacteria?					
3306	NODE_3307_length_15688_cov_4.384699	15688	6.91524	6.91524	8.96769	bin.095	45.0							Bacteria?					
3317	NODE_3318_length_15662_cov_4.057410	15662	6.47699	6.47699	7.31084	bin.095	47.0							Bacteria?					
3326	NODE_3327_length_15640_cov_4.653513	15640	7.32666	7.32666	8.10851	bin.095	45.0							Bacteria?					
3398	NODE_3399_length_15449_cov_4.404248	15449	6.81665	6.81665	7.99331	bin.095	42.0							Bacteria?					
3507	NODE_3508_length_15203_cov_4.131040	15203	6.60646	6.60646	9.58597	bin.095	45.0							Bacteria?					
3519	NODE_3520_length_15169_cov_4.164417	15169	6.57454	6.57454	6.52948	bin.095	46.0							Bacteria?					
3591	NODE_3592_length_14984_cov_4.468082	14984	7.08015	7.08015	7.63071	bin.095	44.0							Bacteria?					
3626	NODE_3627_length_14892_cov_4.474624	14892	7.10372	7.10372	6.88895	bin.095	45.0							Bacteria?					
3660	NODE_3661_length_14815_cov_3.999593	14815	6.41739	6.41739	6.10092	bin.095	45.0							Bacteria?					
3664	NODE_3665_length_14809_cov_3.885590	14809	6.15574	6.15574	8.28412	bin.095	46.0							Bacteria?					
3738	NODE_3739_length_14612_cov_3.979941	14612	6.33156	6.33156	6.53808	bin.095	45.0							Bacteria?					
3857	NODE_3858_length_14378_cov_4.002234	14378	6.29287	6.29287	8.03849	bin.095	45.0							Bacteria?					
3875	NODE_3876_length_14340_cov_4.003430	14340	6.37082	6.37082	7.63754	bin.095	45.0							Bacteria?					
3892	NODE_3893_length_14305_cov_4.431649	14305	7.06478	7.06478	7.60772	bin.095	45.0	bin.095	0.32	0.027	0.713	0.553	0.713	lavidaviridae	13801.0	0.0	28.6	0.0	|full
3919	NODE_3920_length_14253_cov_3.672419	14253	5.80515	5.80515	5.9036	bin.095	45.0							Bacteria?					
3957	NODE_3958_length_14191_cov_4.384833	14191	6.89873	6.89873	7.80304	bin.095	44.0							Bacteria?					
4055	NODE_4056_length_14001_cov_4.412807	14001	6.819	6.819	6.75863	bin.095	44.0							Bacteria?					
4117	NODE_4118_length_13898_cov_4.190493	13898	6.63697	6.63697	6.45207	bin.095	44.0							Bacteria?					
4124	NODE_4125_length_13889_cov_3.841550	13889	6.14746	6.14746	6.19159	bin.095	46.0							Bacteria?					
4128	NODE_4129_length_13883_cov_3.779071	13883	6.01471	6.01471	6.23641	bin.095	43.0							Bacteria?					
4235	NODE_4236_length_13704_cov_4.089897	13704	6.47528	6.47528	8.44986	bin.095	45.0							Bacteria?					
4236	NODE_4237_length_13703_cov_4.429807	13703	7.0411	7.0411	8.54515	bin.095	45.0							Bacteria?					
4262	NODE_4263_length_13647_cov_3.933932	13647	6.30748	6.30748	6.84388	bin.095	46.0							Bacteria?					
4301	NODE_4302_length_13585_cov_4.556541	13585	7.21005	7.21005	7.71244	bin.095	46.0							Bacteria?					
4366	NODE_4367_length_13443_cov_3.640723	13443	5.77913	5.77913	5.62314	bin.095	45.0							Bacteria?					
4433	NODE_4434_length_13320_cov_4.362231	13320	6.96606	6.96606	8.53076	bin.095	45.0							Bacteria?					
4513	NODE_4514_length_13159_cov_4.316697	13159	6.85233	6.85233	8.77248	bin.095	44.0							Bacteria?					
4518	NODE_4519_length_13151_cov_3.804368	13151	6.07123	6.07123	7.01703	bin.095	45.0							Bacteria?					
4539	NODE_4540_length_13125_cov_4.258607	13125	6.74366	6.74366	6.80387	bin.095	46.0							Bacteria?					
4602	NODE_4603_length_13022_cov_4.767564	13022	7.57808	7.57808	9.11021	bin.095	44.0							Bacteria?					
4689	NODE_4690_length_12878_cov_4.511893	12878	7.14103	7.14103	8.80245	bin.095	45.0							Bacteria?					
4703	NODE_4704_length_12858_cov_4.878544	12858	7.63086	7.63086	12.8101	bin.095	46.0							Bacteria?					
4751	NODE_4752_length_12795_cov_4.726060	12795	7.45053	7.45053	9.00835	bin.095	44.0							Bacteria?					
4772	NODE_4773_length_12767_cov_3.794446	12767	5.99001	5.99001	7.62235	bin.095	42.0							Bacteria?					
4917	NODE_4918_length_12555_cov_4.467280	12555	7.1156	7.1156	6.41584	bin.095	46.0							Bacteria?					
4931	NODE_4932_length_12535_cov_4.761619	12535	7.58853	7.58853	11.5336	bin.095	43.0	bin.095	0.593	0.053	0.833	0.427	0.833	lavidaviridae	11946.0	0.0	16.7	0.0	|full
4951	NODE_4952_length_12518_cov_3.859584	12518	6.24879	6.24879	5.84943	bin.095	44.0							Bacteria?					
5079	NODE_5080_length_12352_cov_3.983492	12352	6.32618	6.32618	7.9417	bin.095	46.0							Bacteria?					
5097	NODE_5098_length_12335_cov_4.426954	12335	6.946	6.946	7.39191	bin.095	45.0							Bacteria?					
5117	NODE_5118_length_12312_cov_4.460390	12312	7.05172	7.05172	8.50192	bin.095	44.0							Bacteria?					
5155	NODE_5156_length_12266_cov_4.446892	12266	7.11753	7.11753	7.76818	bin.095	45.0							Bacteria?					
5286	NODE_5287_length_12113_cov_4.051833	12113	6.25203	6.25203	7.56353	bin.095	45.0							Bacteria?					
5398	NODE_5399_length_11965_cov_4.654660	11965	7.384	7.384	9.542	bin.095	43.0							Bacteria?					
5447	NODE_5448_length_11907_cov_4.299274	11907	6.6961	6.6961	8.55872	bin.095	43.0							Bacteria?					
5515	NODE_5516_length_11829_cov_4.068031	11829	6.48574	6.48574	5.89749	bin.095	45.0							Bacteria?					
5524	NODE_5525_length_11818_cov_4.168834	11818	6.63344	6.63344	6.88307	bin.095	45.0							Bacteria?					
5558	NODE_5559_length_11780_cov_4.575352	11780	7.28237	7.28237	6.8551	bin.095	47.0							Bacteria?					
5581	NODE_5582_length_11758_cov_4.602495	11758	7.20684	7.20684	8.45159	bin.095	45.0							Bacteria?					
5591	NODE_5592_length_11741_cov_4.910662	11741	7.82849	7.82849	11.0397	bin.095	44.0							Bacteria?					
5627	NODE_5628_length_11690_cov_3.872024	11690	6.16534	6.16534	5.69815	bin.095	46.0							Bacteria?					
5658	NODE_5659_length_11656_cov_4.795276	11656	7.48288	7.48288	9.11426	bin.095	44.0							Bacteria?					
5674	NODE_5675_length_11644_cov_4.000086	11644	6.38359	6.38359	7.13554	bin.095	46.0							Bacteria?					
5756	NODE_5757_length_11556_cov_4.210069	11556	6.64326	6.64326	6.94911	bin.095	46.0							Bacteria?					
5816	NODE_5817_length_11481_cov_4.034833	11481	6.36307	6.36307	6.29671	bin.095	46.0							Bacteria?					
5829	NODE_5830_length_11471_cov_4.519008	11471	7.07738	7.07738	10.3069	bin.095	44.0	bin.095	0.54	0.0	0.067	0.04	0.54	dsDNAphage	11208.0	2.0	18.2	18.2	|full
5845	NODE_5846_length_11458_cov_4.037885	11458	6.35497	6.35497	8.94755	bin.095	44.0							Bacteria?					
5901	NODE_5902_length_11392_cov_4.263297	11392	6.82396	6.82396	6.16497	bin.095	45.0							Bacteria?					
5903	NODE_5904_length_11388_cov_4.165799	11388	6.39642	6.39642	6.13361	bin.095	43.0							Bacteria?					
6035	NODE_6036_length_11249_cov_4.662408	11249	7.47193	7.47193	8.0679	bin.095	45.0							Bacteria?					
6085	NODE_6086_length_11197_cov_4.263328	11197	6.76075	6.76075	7.35956	bin.095	44.0							Bacteria?					
6125	NODE_6126_length_11167_cov_3.794186	11167	6.00209	6.00209	7.96506	bin.095	46.0							Bacteria?					
6147	NODE_6148_length_11149_cov_3.694700	11149	5.8388	5.8388	7.64739	bin.095	45.0							Bacteria?					
6150	NODE_6151_length_11145_cov_3.430478	11145	5.52578	5.52578	6.36064	bin.095	45.0							Bacteria?					
6176	NODE_6177_length_11121_cov_4.504880	11121	7.11166	7.11166	8.79624	bin.095	45.0							Bacteria?					
6240	NODE_6241_length_11050_cov_4.840473	11050	7.69037	7.69037	8.52372	bin.095	45.0							Bacteria?					
6262	NODE_6263_length_11031_cov_4.055849	11031	6.39564	6.39564	5.85931	bin.095	46.0							Bacteria?					
6274	NODE_6275_length_11022_cov_4.190845	11022	6.61111	6.61111	7.25823	bin.095	45.0							Bacteria?					
6288	NODE_6289_length_11011_cov_3.962304	11011	6.28828	6.28828	5.72969	bin.095	46.0							Bacteria?					
6348	NODE_6349_length_10965_cov_4.032814	10965	6.48109	6.48109	6.04045	bin.095	46.0							Bacteria?					
6350	NODE_6351_length_10963_cov_4.524752	10963	7.20022	7.20022	6.64175	bin.095	43.0							Bacteria?					
6361	NODE_6362_length_10949_cov_4.030843	10949	5.97602	5.97602	5.34017	bin.095	43.0							Bacteria?					
6397	NODE_6398_length_10917_cov_3.892745	10917	6.19253	6.19253	6.42977	bin.095	45.0							Bacteria?					
6454	NODE_6455_length_10859_cov_4.844039	10859	7.71323	7.71323	8.52742	bin.095	42.0							Bacteria?					
6563	NODE_6564_length_10743_cov_4.401291	10743	7.00359	7.00359	6.59894	bin.095	45.0							Bacteria?					
6603	NODE_6604_length_10708_cov_5.002065	10708	7.81284	7.81284	9.65477	bin.095	44.0							Bacteria?					
6606	NODE_6607_length_10706_cov_3.678340	10706	5.83412	5.83412	6.08028	bin.095	45.0							Bacteria?					
6611	NODE_6612_length_10700_cov_4.419822	10700	6.94341	6.94341	6.6091	bin.095	45.0							Bacteria?					
6772	NODE_6773_length_10571_cov_4.067136	10571	6.35457	6.35457	7.3109	bin.095	44.0							Bacteria?					
6782	NODE_6783_length_10560_cov_4.265207	10560	6.68655	6.68655	7.55409	bin.095	45.0							Bacteria?					
6867	NODE_6868_length_10482_cov_4.638151	10482	7.40999	7.40999	11.6627	bin.095	45.0							Bacteria?					
6969	NODE_6970_length_10392_cov_3.851408	10392	6.13191	6.13191	6.92219	bin.095	45.0							Bacteria?					
7158	NODE_7159_length_10239_cov_4.154065	10239	6.59639	6.59639	7.89431	bin.095	43.0							Bacteria?					
7185	NODE_7186_length_10217_cov_4.237158	10217	6.68958	6.68958	7.24791	bin.095	46.0							Bacteria?					
7214	NODE_7215_length_10198_cov_4.233560	10198	6.68063	6.68063	6.02606	bin.095	44.0							Bacteria?					
7280	NODE_7281_length_10146_cov_3.943217	10146	6.2377	6.2377	6.79107	bin.095	43.0	bin.095	0.16	0.007	0.713	0.087	0.713	lavidaviridae	9820.0	0.0	22.2	11.1	|full
7309	NODE_7310_length_10119_cov_3.805445	10119	5.97111	5.97111	7.18007	bin.095	44.0							Bacteria?					
7393	NODE_7394_length_10048_cov_4.909236	10048	7.77642	7.77642	10.2612	bin.095	44.0							Bacteria?					
7451	NODE_7452_length_10001_cov_4.013573	10001	6.3353	6.3353	6.89916	bin.095	46.0							Bacteria?					
7572	NODE_7573_length_9904_cov_4.404610	9904	7.02799	7.02799	8.93322	bin.095	44.0							Bacteria?					
7725	NODE_7726_length_9786_cov_3.721920	9786	5.92061	5.92061	5.77518	bin.095	45.0							Bacteria?					
7733	NODE_7734_length_9779_cov_4.609214	9779	7.02752	7.02752	7.32731	bin.095	44.0	bin.095	0.973	0.027	0.38	0.527	0.973	dsDNAphage	9779.0	3.0	50.0	10.0	|full
7827	NODE_7828_length_9719_cov_4.369826	9719	6.93698	6.93698	7.02171	bin.095	45.0							Bacteria?					
7875	NODE_7876_length_9684_cov_4.729152	9684	7.19614	7.19614	9.62834	bin.095	43.0							Bacteria?					
7917	NODE_7918_length_9643_cov_4.415519	9643	7.05151	7.05151	6.95634	bin.095	46.0							Bacteria?					
7940	NODE_7941_length_9626_cov_3.870442	9626	6.13793	6.13793	6.22835	bin.095	43.0							Bacteria?					
8037	NODE_8038_length_9567_cov_3.970774	9567	6.33025	6.33025	7.56963	bin.095	45.0	bin.095	0.14	0.027	0.66	0.327	0.66	lavidaviridae	9566.0	1.0	16.7	0.0	|full
8337	NODE_8338_length_9375_cov_4.411910	9375	6.88412	6.88412	7.38182	bin.095	44.0							Bacteria?					
8384	NODE_8385_length_9348_cov_4.374045	9348	6.93335	6.93335	5.53643	bin.095	45.0							Bacteria?					
8430	NODE_8431_length_9322_cov_5.113413	9322	7.98986	7.98986	9.31587	bin.095	44.0							Bacteria?					
8599	NODE_8600_length_9219_cov_4.571912	9219	7.28724	7.28724	8.38756	bin.095	45.0							Bacteria?					
8751	NODE_8752_length_9141_cov_3.760070	9141	5.99066	5.99066	6.11663	bin.095	45.0							Bacteria?					
8939	NODE_8940_length_9017_cov_4.013167	9017	6.33382	6.33382	5.19448	bin.095	46.0							Bacteria?					
9084	NODE_9085_length_8941_cov_4.221472	8941	6.72733	6.72733	10.1402	bin.095	45.0							Bacteria?					
9251	NODE_9252_length_8854_cov_4.458007	8854	6.90211	6.90211	8.80011	bin.095	43.0							Bacteria?					
9307	NODE_9308_length_8823_cov_3.866446	8823	6.16753	6.16753	4.78711	bin.095	46.0							Bacteria?					
9359	NODE_9360_length_8795_cov_4.356178	8795	6.96298	6.96298	7.12486	bin.095	45.0							Bacteria?					
9362	NODE_9363_length_8793_cov_4.259785	8793	6.71376	6.71376	6.53275	bin.095	45.0							Bacteria?					
9448	NODE_9449_length_8739_cov_4.286619	8739	6.71056	6.71056	4.53152	bin.095	45.0							Bacteria?					
9627	NODE_9628_length_8644_cov_4.662708	8644	7.21085	7.21085	7.83959	bin.095	43.0							Bacteria?					
9692	NODE_9693_length_8613_cov_4.081678	8613	6.49344	6.49344	6.4974	bin.095	42.0							Bacteria?					
9702	NODE_9703_length_8610_cov_3.989012	8610	6.26336	6.26336	6.67831	bin.095	46.0							Bacteria?					
9846	NODE_9847_length_8540_cov_3.756629	8540	5.98629	5.98629	6.47637	bin.095	45.0							Bacteria?					
9866	NODE_9867_length_8531_cov_3.843912	8531	6.06789	6.06789	6.0515	bin.095	44.0							Bacteria?					
9891	NODE_9892_length_8519_cov_4.053875	8519	6.38858	6.38858	9.34173	bin.095	43.0							Bacteria?					
9912	NODE_9913_length_8509_cov_4.601372	8509	7.33844	7.33844	6.9753	bin.095	46.0							Bacteria?					
9990	NODE_9991_length_8463_cov_4.054234	8463	6.51413	6.51413	7.44867	bin.095	45.0							Bacteria?					
10028	NODE_10029_length_8443_cov_4.647353	8443	7.35464	7.35464	7.42585	bin.095	46.0							Bacteria?					
10170	NODE_10171_length_8380_cov_4.873033	8380	7.59745	7.59745	8.77696	bin.095	45.0							Bacteria?					
10239	NODE_10240_length_8348_cov_4.039793	8348	6.42462	6.42462	6.91917	bin.095	44.0							Bacteria?					
10402	NODE_10403_length_8275_cov_4.165207	8275	6.62105	6.62105	6.67321	bin.095	45.0							Bacteria?					
10411	NODE_10412_length_8270_cov_4.267681	8270	6.84741	6.84741	6.9328	bin.095	44.0	bin.095	0.593	0.027	0.827	0.527	0.827	lavidaviridae	8270.0	0.0	12.5	0.0	|full
10463	NODE_10464_length_8245_cov_5.397070	8245	8.6777	8.6777	10.8404	bin.095	42.0							Bacteria?					
10657	NODE_10658_length_8146_cov_4.339389	8146	6.88607	6.88607	9.38814	bin.095	45.0							Bacteria?					
10734	NODE_10735_length_8112_cov_4.158247	8112	6.55916	6.55916	10.0101	bin.095	45.0							Bacteria?					
10759	NODE_10760_length_8101_cov_4.459234	8101	7.02679	7.02679	7.543	bin.095	45.0							Bacteria?					
10970	NODE_10971_length_8011_cov_4.319759	8011	6.79952	6.79952	8.36627	bin.095	43.0							Bacteria?					
10974	NODE_10975_length_8011_cov_3.401584	8011	5.46953	5.46953	7.01928	bin.095	47.0							Bacteria?					
11475	NODE_11476_length_7816_cov_3.881330	7816	6.32311	6.32311	7.26445	bin.095	43.0							Bacteria?					
11664	NODE_11665_length_7755_cov_4.100519	7755	6.49586	6.49586	5.3949	bin.095	43.0							Bacteria?					
11789	NODE_11790_length_7715_cov_4.510183	7715	7.01256	7.01256	7.21408	bin.095	45.0							Bacteria?					
11847	NODE_11848_length_7695_cov_3.785602	7695	6.15772	6.15772	6.33699	bin.095	46.0	bin.095	0.3	0.013	0.52	0.34	0.52	lavidaviridae	7424.0	0.0	14.3	0.0	|full
12064	NODE_12065_length_7613_cov_3.589706	7613	5.58569	5.58569	8.20897	bin.095	41.0							Bacteria?					
12451	NODE_12452_length_7481_cov_3.592513	7481	5.70277	5.70277	6.04822	bin.095	45.0							Bacteria?					
12543	NODE_12544_length_7448_cov_3.473286	7448	5.64278	5.64278	6.15222	bin.095	45.0							Bacteria?					
12780	NODE_12781_length_7378_cov_3.783695	7378	5.99225	5.99225	6.09511	bin.095	46.0							Bacteria?					
12839	NODE_12840_length_7355_cov_4.654932	7355	7.37946	7.37946	9.73496	bin.095	44.0							Bacteria?					
13084	NODE_13085_length_7282_cov_3.744431	7282	5.8947	5.8947	5.54237	bin.095	44.0							Bacteria?					
13495	NODE_13496_length_7165_cov_4.532771	7165	7.18959	7.18959	8.55727	bin.095	46.0							Bacteria?					
13565	NODE_13566_length_7148_cov_3.443113	7148	5.24907	5.24907	7.79325	bin.095	43.0							Bacteria?					
13630	NODE_13631_length_7127_cov_3.591912	7127	5.73097	5.73097	5.18736	bin.095	46.0							Bacteria?					
13678	NODE_13679_length_7114_cov_4.459414	7114	6.94256	6.94256	8.71478	bin.095	47.0							Bacteria?					
13694	NODE_13695_length_7110_cov_3.746421	7110	6.04138	6.04138	8.30042	bin.095	45.0							Bacteria?					
13702	NODE_13703_length_7109_cov_3.443578	7109	5.52522	5.52522	5.53381	bin.095	44.0							Bacteria?					
13741	NODE_13742_length_7098_cov_4.676700	7098	7.40256	7.40256	7.90975	bin.095	46.0							Bacteria?					
13803	NODE_13804_length_7080_cov_4.422633	7080	6.92482	6.92482	7.49447	bin.095	47.0							Bacteria?					
13856	NODE_13857_length_7065_cov_3.672183	7065	5.90774	5.90774	7.75322	bin.095	46.0							Bacteria?					
13971	NODE_13972_length_7037_cov_3.603122	7037	5.78292	5.78292	7.09654	bin.095	44.0							Bacteria?					
14030	NODE_14031_length_7016_cov_3.880477	7016	6.07763	6.07763	5.45434	bin.095	45.0							Bacteria?					
14067	NODE_14068_length_7008_cov_4.129009	7008	6.66244	6.66244	5.25273	bin.095	45.0							Bacteria?					
14133	NODE_14134_length_6990_cov_4.121125	6990	6.56988	6.56988	6.27929	bin.095	45.0							Bacteria?					
14168	NODE_14169_length_6983_cov_3.545179	6983	5.66384	5.66384	3.85497	bin.095	45.0							Bacteria?					
14418	NODE_14419_length_6922_cov_5.182176	6922	7.67351	7.67351	9.0887	bin.095	45.0							Bacteria?					
14519	NODE_14520_length_6896_cov_3.530478	6896	5.7139	5.7139	4.23997	bin.095	44.0							Bacteria?					
14716	NODE_14717_length_6848_cov_4.410275	6848	7.08152	7.08152	6.10788	bin.095	45.0							Bacteria?					
15075	NODE_15076_length_6762_cov_4.160579	6762	6.60768	6.60768	8.91865	bin.095	47.0							Bacteria?					
15227	NODE_15228_length_6730_cov_4.495131	6730	7.10912	7.10912	6.81413	bin.095	42.0							Bacteria?					
15522	NODE_15523_length_6656_cov_4.223451	6656	6.71088	6.71088	7.96008	bin.095	47.0							Bacteria?					
15654	NODE_15655_length_6624_cov_4.803014	6624	7.69076	7.69076	11.4942	bin.095	42.0							Bacteria?					
