	seqname	contigLen	totalAvgDepth	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
10710	NODE_10711_length_9972_cov_3.370878	9972	5.29129	5.29129	4.95332	bin.103	44.0							Bacteria?					
10840	NODE_10841_length_9885_cov_3.588199	9885	5.56692	5.56692	7.54943	bin.103	45.0							Bacteria?					
11010	NODE_11011_length_9771_cov_3.509160	9771	5.40256	5.40256	5.1532	bin.103	44.0							Bacteria?					
11128	NODE_11129_length_9692_cov_4.127114	9692	6.46657	6.46657	7.70296	bin.103	42.0							Bacteria?					
11330	NODE_11331_length_9567_cov_3.700799	9567	5.82925	5.82925	6.66365	bin.103	44.0							Bacteria?					
11448	NODE_11449_length_9503_cov_4.049640	9503	5.96718	5.96718	7.18338	bin.103	44.0							Bacteria?					
11578	NODE_11579_length_9432_cov_3.648928	9432	5.75038	5.75038	5.40872	bin.103	46.0							Bacteria?					
11589	NODE_11590_length_9425_cov_3.376414	9425	5.2303	5.2303	5.18758	bin.103	48.0							Bacteria?					
11920	NODE_11921_length_9224_cov_3.513796	9224	5.48865	5.48865	5.68843	bin.103	46.0							Bacteria?					
12177	NODE_12178_length_9081_cov_4.369931	9081	6.23592	6.23592	5.60326	bin.103	43.0							Bacteria?					
12179	NODE_12180_length_9081_cov_3.412807	9081	5.3901	5.3901	6.01363	bin.103	46.0							Bacteria?					
12325	NODE_12326_length_8989_cov_3.999440	8989	6.30863	6.30863	6.34838	bin.103	45.0							Bacteria?					
12590	NODE_12591_length_8849_cov_3.670685	8849	5.84676	5.84676	8.11746	bin.103	44.0							Bacteria?					
12772	NODE_12773_length_8759_cov_4.791360	8759	7.17784	7.17784	9.10067	bin.103	42.0							Bacteria?					
12830	NODE_12831_length_8728_cov_3.620547	8728	5.70961	5.70961	5.68434	bin.103	47.0							Bacteria?					
13030	NODE_13031_length_8639_cov_3.635019	8639	5.69643	5.69643	4.96605	bin.103	45.0							Bacteria?					
13074	NODE_13075_length_8618_cov_3.787224	8618	5.63309	5.63309	4.06578	bin.103	44.0							Bacteria?					
13090	NODE_13091_length_8611_cov_4.020687	8611	6.23331	6.23331	6.24376	bin.103	46.0							Bacteria?					
13478	NODE_13479_length_8439_cov_4.036379	8439	6.30933	6.30933	7.99765	bin.103	46.0							Bacteria?					
13669	NODE_13670_length_8345_cov_3.489747	8345	5.46504	5.46504	6.39851	bin.103	46.0							Bacteria?					
13744	NODE_13745_length_8317_cov_3.325829	8317	5.2575	5.2575	3.60767	bin.103	46.0							Bacteria?					
13787	NODE_13788_length_8298_cov_3.898459	8298	6.13193	6.13193	6.4308	bin.103	44.0							Bacteria?					
13835	NODE_13836_length_8279_cov_4.256931	8279	6.11305	6.11305	18.8053	bin.103	46.0	bin.103	0.173	0.007	0.04	0.807	0.807	NCLDV	8231.0	0.0	50.0	12.5	|full
13853	NODE_13854_length_8273_cov_3.472378	8273	5.46128	5.46128	6.83912	bin.103	44.0							Bacteria?					
14472	NODE_14473_length_8020_cov_3.659636	8020	5.77179	5.77179	6.30262	bin.103	45.0							Bacteria?					
14547	NODE_14548_length_7987_cov_3.567700	7987	5.5372	5.5372	6.59978	bin.103	45.0							Bacteria?					
14583	NODE_14584_length_7971_cov_4.137948	7971	6.56361	6.56361	9.71975	bin.103	42.0							Bacteria?					
14584	NODE_14585_length_7971_cov_3.803183	7971	5.93645	5.93645	4.8325	bin.103	45.0							Bacteria?					
15002	NODE_15003_length_7805_cov_7.410452	7805	6.51835	6.51835	5.89434	bin.103	47.0							Bacteria?					
15129	NODE_15130_length_7766_cov_4.022046	7766	6.22807	6.22807	6.31636	bin.103	45.0							Bacteria?					
15590	NODE_15591_length_7598_cov_3.688851	7598	5.85822	5.85822	5.70812	bin.103	46.0							Bacteria?					
15628	NODE_15629_length_7586_cov_3.666313	7586	5.7695	5.7695	6.54742	bin.103	46.0							Bacteria?					
15935	NODE_15936_length_7491_cov_3.780393	7491	5.95409	5.95409	4.9634	bin.103	43.0							Bacteria?					
16214	NODE_16215_length_7404_cov_3.565655	7404	5.62228	5.62228	4.58609	bin.103	47.0							Bacteria?					
16347	NODE_16348_length_7365_cov_3.655951	7365	5.77879	5.77879	4.03164	bin.103	45.0							Bacteria?					
16427	NODE_16428_length_7343_cov_3.969265	7343	6.09787	6.09787	7.14668	bin.103	44.0							Bacteria?					
16780	NODE_16781_length_7236_cov_3.876340	7236	6.09187	6.09187	5.85774	bin.103	46.0							Bacteria?					
16928	NODE_16929_length_7188_cov_3.883639	7188	6.09804	6.09804	6.21649	bin.103	47.0							Bacteria?					
17480	NODE_17481_length_7036_cov_4.133219	7036	6.49143	6.49143	5.92802	bin.103	46.0							Bacteria?					
17726	NODE_17727_length_6966_cov_3.196354	6966	4.99575	4.99575	5.02372	bin.103	44.0							Bacteria?					
17777	NODE_17778_length_6953_cov_4.457814	6953	7.06365	7.06365	10.5903	bin.103	44.0							Bacteria?					
17870	NODE_17871_length_6927_cov_3.826106	6927	5.97639	5.97639	5.45156	bin.103	45.0							Bacteria?					
17897	NODE_17898_length_6919_cov_3.775350	6919	5.92776	5.92776	6.57165	bin.103	47.0							Bacteria?					
18042	NODE_18043_length_6881_cov_3.958541	6881	6.1196	6.1196	4.07293	bin.103	47.0							Bacteria?					
18193	NODE_18194_length_6841_cov_3.761421	6841	5.86415	5.86415	5.95056	bin.103	43.0							Bacteria?					
18281	NODE_18282_length_6822_cov_3.494606	6822	5.50435	5.50435	6.15445	bin.103	47.0							Bacteria?					
18781	NODE_18782_length_6701_cov_3.482847	6701	5.30606	5.30606	6.18836	bin.103	47.0							Bacteria?					
19273	NODE_19274_length_6583_cov_4.075521	6583	6.51314	6.51314	8.01508	bin.103	44.0							Bacteria?					
19551	NODE_19552_length_6517_cov_4.492881	6517	7.11183	7.11183	10.4514	bin.103	40.0							Bacteria?					
19569	NODE_19570_length_6514_cov_3.721629	6514	5.97329	5.97329	5.31656	bin.103	45.0							Bacteria?					
19854	NODE_19855_length_6446_cov_3.684713	6446	5.72411	5.72411	3.3086	bin.103	45.0							Bacteria?					
19871	NODE_19872_length_6443_cov_4.264559	6443	6.55649	6.55649	10.9708	bin.103	46.0							Bacteria?					
19926	NODE_19927_length_6433_cov_3.855284	6433	5.72545	5.72545	7.38824	bin.103	46.0							Bacteria?					
19947	NODE_19948_length_6429_cov_3.868372	6429	5.88278	5.88278	6.39486	bin.103	42.0							Bacteria?					
20026	NODE_20027_length_6412_cov_3.351424	6412	5.27084	5.27084	4.85851	bin.103	46.0							Bacteria?					
20035	NODE_20036_length_6410_cov_3.806924	6410	6.03498	6.03498	7.23446	bin.103	42.0							Bacteria?					
20720	NODE_20721_length_6270_cov_4.611585	6270	5.94216	5.94216	7.24775	bin.103	47.0							Bacteria?					
20917	NODE_20918_length_6232_cov_4.004209	6232	5.95002	5.95002	6.97787	bin.103	45.0							Bacteria?					
21037	NODE_21038_length_6209_cov_4.378291	6209	6.78973	6.78973	7.18929	bin.103	43.0							Bacteria?					
21161	NODE_21162_length_6185_cov_3.193475	6185	4.99072	4.99072	4.77856	bin.103	46.0							Bacteria?					
21259	NODE_21260_length_6168_cov_3.232946	6168	5.04154	5.04154	4.9805	bin.103	47.0							Bacteria?					
21382	NODE_21383_length_6144_cov_3.627689	6144	5.77144	5.77144	5.83264	bin.103	46.0							Bacteria?					
21686	NODE_21687_length_6087_cov_4.518236	6087	6.70709	6.70709	9.15296	bin.103	44.0							Bacteria?					
21778	NODE_21779_length_6070_cov_3.906733	6070	6.19493	6.19493	8.01647	bin.103	43.0							Bacteria?					
22097	NODE_22098_length_6012_cov_3.926977	6012	6.20693	6.20693	6.79213	bin.103	44.0							Bacteria?					
22503	NODE_22504_length_5932_cov_3.882593	5932	6.06901	6.06901	6.09397	bin.103	45.0							Bacteria?					
22913	NODE_22914_length_5859_cov_4.392488	5859	6.65984	6.65984	9.93269	bin.103	44.0							Bacteria?					
23222	NODE_23223_length_5807_cov_3.462274	5807	5.45218	5.45218	5.50325	bin.103	44.0							Bacteria?					
23951	NODE_23952_length_5682_cov_3.885730	5682	6.11099	6.11099	7.64639	bin.103	46.0							Bacteria?					
24514	NODE_24515_length_5592_cov_3.581542	5592	5.62845	5.62845	4.28273	bin.103	46.0							Bacteria?					
25128	NODE_25129_length_5499_cov_3.895298	5499	6.08095	6.08095	6.45022	bin.103	46.0							Bacteria?					
25170	NODE_25171_length_5491_cov_3.850258	5491	6.05411	6.05411	5.02755	bin.103	44.0							Bacteria?					
25425	NODE_25426_length_5453_cov_4.178770	5453	6.59834	6.59834	7.47767	bin.103	43.0							Bacteria?					
25509	NODE_25510_length_5441_cov_2.887300	5441	4.50595	4.50595	3.23564	bin.103	46.0	bin.103	0.967	0.707	0.107	0.18	0.967	dsDNAphage	5441.0	0.0	30.8	0.0	|full
25535	NODE_25536_length_5437_cov_3.336120	5437	5.16815	5.16815	4.76077	bin.103	45.0							Bacteria?					
25745	NODE_25746_length_5407_cov_4.898356	5407	7.65132	7.65132	13.8471	bin.103	45.0							Bacteria?					
25775	NODE_25776_length_5402_cov_4.102861	5402	6.53542	6.53542	7.32524	bin.103	46.0							Bacteria?					
25956	NODE_25957_length_5377_cov_3.705938	5377	5.85154	5.85154	4.84271	bin.103	43.0							Bacteria?					
26801	NODE_26802_length_5267_cov_3.259018	5267	5.08149	5.08149	5.33485	bin.103	46.0	bin.103	0.287	0.0	0.1	0.767	0.767	NCLDV	5266.0	0.0	14.3	0.0	|full
27630	NODE_27631_length_5161_cov_4.483353	5161	5.98064	5.98064	5.20222	bin.103	43.0	bin.103	0.027	0.007	0.153	0.653	0.653	NCLDV	4883.0	0.0	25.0	0.0	|full
27657	NODE_27658_length_5157_cov_3.857311	5157	6.14859	6.14859	6.85206	bin.103	44.0							Bacteria?					
28152	NODE_28153_length_5099_cov_3.401467	5099	5.4116	5.4116	8.01439	bin.103	45.0							Bacteria?					
28426	NODE_28427_length_5069_cov_3.366773	5069	5.22525	5.22525	5.79639	bin.103	45.0							Bacteria?					
28680	NODE_28681_length_5040_cov_3.769709	5040	5.99284	5.99284	6.47465	bin.103	45.0							Bacteria?					
28841	NODE_28842_length_5020_cov_4.836052	5020	6.45154	6.45154	7.52403	bin.103	43.0							Bacteria?					
4674	NODE_4675_length_17566_cov_3.522472	17566	5.53956	5.53956	4.81564	bin.104	43.0							Bacteria?					
7739	NODE_7740_length_12503_cov_3.644441	12503	5.74694	5.74694	6.89199	bin.104	43.0							Bacteria?					
8390	NODE_8391_length_11818_cov_3.560401	11818	5.5432	5.5432	5.34032	bin.104	42.0							Bacteria?					
9839	NODE_9840_length_10597_cov_3.534623	10597	5.48435	5.48435	7.73859	bin.104	43.0							Bacteria?					
9927	NODE_9928_length_10522_cov_4.492691	10522	5.74634	5.74634	6.1843	bin.104	38.0							Bacteria?					
10351	NODE_10352_length_10217_cov_3.006593	10217	4.60872	4.60872	5.46657	bin.104	41.0							Bacteria?					
11099	NODE_11100_length_9710_cov_3.531227	9710	5.30994	5.30994	5.49609	bin.104	44.0							Bacteria?					
11406	NODE_11407_length_9529_cov_3.727992	9529	5.79422	5.79422	5.50762	bin.104	40.0							Bacteria?					
11890	NODE_11891_length_9241_cov_3.250272	9241	4.89275	4.89275	5.94682	bin.104	42.0							Bacteria?					
12580	NODE_12581_length_8854_cov_2.963632	8854	4.70485	4.70485	4.2345	bin.104	41.0							Bacteria?					
12821	NODE_12822_length_8732_cov_3.516423	8732	5.52727	5.52727	6.34628	bin.104	42.0							Bacteria?					
13707	NODE_13708_length_8331_cov_3.634002	8331	5.59712	5.59712	5.83116	bin.104	43.0							Bacteria?					
13944	NODE_13945_length_8230_cov_3.621896	8230	5.70891	5.70891	6.23185	bin.104	42.0							Bacteria?					
14369	NODE_14370_length_8061_cov_3.576068	8061	5.25433	5.25433	4.93088	bin.104	41.0							Bacteria?					
14938	NODE_14939_length_7831_cov_3.744856	7831	5.84117	5.84117	5.9877	bin.104	39.0							Bacteria?					
14982	NODE_14983_length_7815_cov_3.529124	7815	5.52198	5.52198	5.05728	bin.104	43.0							Bacteria?					
15975	NODE_15976_length_7480_cov_3.356902	7480	5.25321	5.25321	4.93571	bin.104	46.0							Bacteria?					
16764	NODE_16765_length_7239_cov_3.523385	7239	5.48385	5.48385	6.65938	bin.104	41.0							Bacteria?					
17117	NODE_17118_length_7135_cov_3.218079	7135	5.09506	5.09506	6.6336	bin.104	46.0							Bacteria?					
17305	NODE_17306_length_7083_cov_3.109562	7083	4.64287	4.64287	4.98207	bin.104	44.0							Bacteria?					
18051	NODE_18052_length_6879_cov_3.568581	6879	5.40184	5.40184	4.66608	bin.104	42.0							Bacteria?					
18169	NODE_18170_length_6846_cov_3.706818	6846	5.7382	5.7382	6.82157	bin.104	42.0							Bacteria?					
18330	NODE_18331_length_6807_cov_3.589899	6807	5.45861	5.45861	6.93733	bin.104	43.0							Bacteria?					
18369	NODE_18370_length_6798_cov_3.280439	6798	4.94795	4.94795	5.50808	bin.104	44.0							Bacteria?					
18668	NODE_18669_length_6729_cov_4.097693	6729	6.38562	6.38562	9.93942	bin.104	42.0							Bacteria?					
18801	NODE_18802_length_6697_cov_3.660042	6697	5.76417	5.76417	4.19634	bin.104	43.0							Bacteria?					
18842	NODE_18843_length_6689_cov_3.605668	6689	5.6579	5.6579	4.54669	bin.104	41.0							Bacteria?					
19003	NODE_19004_length_6649_cov_3.344101	6649	5.06986	5.06986	5.09883	bin.104	42.0							Bacteria?					
19158	NODE_19159_length_6610_cov_3.177269	6610	4.91842	4.91842	3.9805	bin.104	44.0							Bacteria?					
19202	NODE_19203_length_6600_cov_4.069366	6600	5.81969	5.81969	7.09834	bin.104	40.0							Bacteria?					
19252	NODE_19253_length_6587_cov_4.599816	6587	7.22013	7.22013	7.27962	bin.104	45.0							Bacteria?					
19285	NODE_19286_length_6581_cov_3.847073	6581	6.03732	6.03732	6.66851	bin.104	41.0							Bacteria?					
19481	NODE_19482_length_6534_cov_3.806452	6534	5.30733	5.30733	6.42606	bin.104	45.0							Bacteria?					
20518	NODE_20519_length_6311_cov_3.326087	6311	5.18033	5.18033	4.75501	bin.104	44.0							Bacteria?					
20576	NODE_20577_length_6300_cov_3.571978	6300	5.46195	5.46195	5.20923	bin.104	42.0							Bacteria?					
20695	NODE_20696_length_6276_cov_3.814499	6276	5.85651	5.85651	8.56911	bin.104	42.0							Bacteria?					
20701	NODE_20702_length_6275_cov_2.305305	6275	3.536	3.536	3.30845	bin.104	42.0							Bacteria?					
20896	NODE_20897_length_6235_cov_3.270712	6235	5.1152	5.1152	4.47403	bin.104	41.0							Bacteria?					
20943	NODE_20944_length_6228_cov_3.562449	6228	5.61352	5.61352	6.5115	bin.104	39.0							Bacteria?					
20993	NODE_20994_length_6219_cov_2.745782	6219	4.2409	4.2409	4.55362	bin.104	42.0							Bacteria?					
21484	NODE_21485_length_6124_cov_3.323447	6124	5.22548	5.22548	3.52476	bin.104	42.0	bin.104	0.227	0.007	0.8	0.893	0.893	NCLDV	6121.0	0.0	20.0	0.0	|full
22165	NODE_22166_length_5999_cov_3.419751	5999	5.3086	5.3086	5.23589	bin.104	41.0							Bacteria?					
22189	NODE_22190_length_5994_cov_3.486277	5994	5.47331	5.47331	5.26863	bin.104	43.0							Bacteria?					
22312	NODE_22313_length_5970_cov_3.772781	5970	5.80722	5.80722	6.16412	bin.104	42.0							Bacteria?					
22360	NODE_22361_length_5959_cov_3.296917	5959	5.10467	5.10467	4.90745	bin.104	43.0							Bacteria?					
22595	NODE_22596_length_5916_cov_3.612012	5916	5.47329	5.47329	7.22553	bin.104	45.0							Bacteria?					
22876	NODE_22877_length_5865_cov_3.634940	5865	5.66912	5.66912	4.83711	bin.104	40.0							Bacteria?					
23025	NODE_23026_length_5841_cov_3.268925	5841	4.71903	4.71903	5.93067	bin.104	40.0							Bacteria?					
23233	NODE_23234_length_5805_cov_3.291652	5805	5.11547	5.11547	5.93592	bin.104	40.0							Bacteria?					
23777	NODE_23778_length_5713_cov_3.983386	5713	6.23117	6.23117	9.26229	bin.104	39.0							Bacteria?					
23779	NODE_23780_length_5713_cov_3.510604	5713	5.53101	5.53101	5.50225	bin.104	40.0							Bacteria?					
23782	NODE_23783_length_5713_cov_3.081301	5713	4.62143	4.62143	4.65378	bin.104	39.0							Bacteria?					
23809	NODE_23810_length_5707_cov_3.280786	5707	5.13496	5.13496	6.37609	bin.104	44.0							Bacteria?					
23928	NODE_23929_length_5685_cov_4.287211	5685	6.11093	6.11093	5.09281	bin.104	40.0							Bacteria?					
24299	NODE_24300_length_5625_cov_3.006104	5625	4.67105	4.67105	4.40022	bin.104	44.0							Bacteria?					
24333	NODE_24334_length_5618_cov_3.644436	5618	5.56383	5.56383	5.74143	bin.104	45.0							Bacteria?					
24530	NODE_24531_length_5590_cov_3.508943	5590	5.46912	5.46912	5.81445	bin.104	39.0	bin.104	0.433	0.007	0.52	0.967	0.967	NCLDV	5387.0	0.0	25.0	0.0	|full
24537	NODE_24538_length_5589_cov_4.012107	5589	6.19471	6.19471	7.36865	bin.104	44.0							Bacteria?					
24594	NODE_24595_length_5579_cov_3.511405	5579	5.40928	5.40928	6.05363	bin.104	43.0							Bacteria?					
25023	NODE_25024_length_5515_cov_3.367582	5515	5.25238	5.25238	5.40378	bin.104	43.0	bin.104	0.507	0.007	0.22	0.093	0.507	dsDNAphage	5514.0	0.0	40.0	20.0	|full
25109	NODE_25110_length_5502_cov_3.405544	5502	5.26551	5.26551	4.18226	bin.104	41.0							Bacteria?					
25298	NODE_25299_length_5473_cov_3.498154	5473	5.39151	5.39151	4.76748	bin.104	42.0							Bacteria?					
25323	NODE_25324_length_5468_cov_3.433955	5468	5.29579	5.29579	5.10063	bin.104	42.0							Bacteria?					
25356	NODE_25357_length_5462_cov_3.401332	5462	5.31382	5.31382	3.66069	bin.104	42.0							Bacteria?					
25442	NODE_25443_length_5450_cov_3.715848	5450	5.80491	5.80491	6.61642	bin.104	41.0							Bacteria?					
25527	NODE_25528_length_5439_cov_3.222325	5439	5.14199	5.14199	4.90894	bin.104	39.0							Bacteria?					
25577	NODE_25578_length_5432_cov_3.444672	5432	5.22889	5.22889	4.66958	bin.104	41.0							Bacteria?					
26027	NODE_26028_length_5369_cov_4.042529	5369	6.32228	6.32228	9.14933	bin.104	41.0							Bacteria?					
26626	NODE_26627_length_5292_cov_3.394310	5292	5.17075	5.17075	5.34684	bin.104	40.0							Bacteria?					
26666	NODE_26667_length_5287_cov_3.306766	5287	5.16138	5.16138	4.10033	bin.104	40.0							Bacteria?					
26729	NODE_26730_length_5276_cov_3.599119	5276	5.24093	5.24093	5.12492	bin.104	43.0							Bacteria?					
26731	NODE_26732_length_5276_cov_3.301283	5276	5.28677	5.28677	4.72709	bin.104	41.0							Bacteria?					
26837	NODE_26838_length_5262_cov_3.753025	5262	5.82629	5.82629	6.00276	bin.104	41.0							Bacteria?					
26932	NODE_26933_length_5251_cov_3.566590	5251	5.52539	5.52539	5.06382	bin.104	41.0							Bacteria?					
27016	NODE_27017_length_5241_cov_3.938488	5241	6.0823	6.0823	4.49553	bin.104	44.0							Bacteria?					
27354	NODE_27355_length_5199_cov_3.620918	5199	5.60646	5.60646	4.26683	bin.104	44.0	bin.104	0.72	0.3	0.467	0.373	0.72	dsDNAphage	5195.0	0.0	14.3	0.0	|full
27366	NODE_27367_length_5197_cov_4.129327	5197	6.14999	6.14999	6.816	bin.104	45.0							Bacteria?					
27477	NODE_27478_length_5182_cov_3.257461	5182	5.19118	5.19118	5.02839	bin.104	43.0							Bacteria?					
27608	NODE_27609_length_5164_cov_3.686436	5164	5.82748	5.82748	8.22234	bin.104	40.0	bin.104	0.613	0.093	0.507	0.88	0.88	NCLDV	5161.0	0.0	33.3	0.0	|full
27761	NODE_27762_length_5145_cov_3.159136	5145	4.75155	4.75155	4.66497	bin.104	44.0							Bacteria?					
27767	NODE_27768_length_5144_cov_3.210257	5144	4.99339	4.99339	4.25764	bin.104	44.0							Bacteria?					
27786	NODE_27787_length_5142_cov_3.305878	5142	5.23077	5.23077	4.09463	bin.104	44.0							Bacteria?					
27994	NODE_27995_length_5116_cov_3.256866	5116	5.03806	5.03806	4.34857	bin.104	43.0							Bacteria?					
28031	NODE_28032_length_5111_cov_3.113924	5111	4.94739	4.94739	6.1696	bin.104	41.0							Bacteria?					
28217	NODE_28218_length_5091_cov_2.991859	5091	4.64137	4.64137	5.77827	bin.104	40.0							Bacteria?					
28334	NODE_28335_length_5079_cov_3.956210	5079	6.11219	6.11219	6.20107	bin.104	45.0							Bacteria?					
28335	NODE_28336_length_5079_cov_3.413814	5079	5.37269	5.37269	4.91934	bin.104	43.0							Bacteria?					
28448	NODE_28449_length_5067_cov_3.102554	5067	4.93716	4.93716	5.26516	bin.104	43.0							Bacteria?					
28683	NODE_28684_length_5040_cov_3.046138	5040	4.6182	4.6182	4.15674	bin.104	44.0							Bacteria?					
28932	NODE_28933_length_5011_cov_3.699960	5011	5.21024	5.21024	4.18092	bin.104	46.0							Bacteria?					
29024	NODE_29025_length_5000_cov_3.436805	5000	4.91134	4.91134	5.11067	bin.104	42.0							Bacteria?					
34	NODE_35_length_203721_cov_15.233102	203721	23.1364	23.1364	33.787	bin.105	64.0							Bacteria?					
70	NODE_71_length_151885_cov_15.214259	151885	23.1352	23.1352	34.8815	bin.105	65.0							Bacteria?					
115	NODE_116_length_120558_cov_14.903363	120558	22.5907	22.5907	32.4173	bin.105	65.0							Bacteria?					
144	NODE_145_length_111928_cov_15.841329	111928	24.2203	24.2203	32.1832	bin.105	64.0							Bacteria?					
173	NODE_174_length_101525_cov_15.128797	101525	23.0608	23.0608	31.3431	bin.105	65.0							Bacteria?					
238	NODE_239_length_85317_cov_14.601511	85317	22.1288	22.1288	32.7379	bin.105	64.0							Bacteria?					
267	NODE_268_length_81456_cov_15.042555	81456	22.9783	22.9783	30.8299	bin.105	64.0							Bacteria?					
304	NODE_305_length_77081_cov_15.415795	77081	23.3202	23.3202	29.3414	bin.105	65.0							Bacteria?					
322	NODE_323_length_74747_cov_15.147673	74747	23.3494	23.3494	31.6486	bin.105	63.0							Bacteria?					
370	NODE_371_length_70054_cov_14.559265	70054	22.0684	22.0684	29.9436	bin.105	66.0							Bacteria?					
568	NODE_569_length_57541_cov_15.113680	57541	22.8285	22.8285	29.3866	bin.105	64.0							Bacteria?					
589	NODE_590_length_57143_cov_16.228752	57143	24.3296	24.3296	33.085	bin.105	65.0							Bacteria?					
595	NODE_596_length_56939_cov_14.693218	56939	22.4239	22.4239	26.7796	bin.105	65.0							Bacteria?					
626	NODE_627_length_55633_cov_14.688906	55633	21.8074	21.8074	33.6012	bin.105	63.0							Bacteria?					
632	NODE_633_length_55506_cov_15.089322	55506	23.1056	23.1056	29.0927	bin.105	63.0							Bacteria?					
