	seqname	contigLen	totalAvgDepth	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
2576	NODE_2577_length_5651_cov_3.716047	5651	5.82403	5.82403	6.16423	bin.018	65.0							Bacteria?					
2579	NODE_2580_length_5643_cov_4.060487	5643	6.66667	6.66667	9.25058	bin.018	62.0							Bacteria?					
2580	NODE_2581_length_5643_cov_3.576772	5643	5.2789	5.2789	5.89597	bin.018	58.0							Bacteria?					
2581	NODE_2582_length_5639_cov_4.606554	5639	7.39406	7.39406	7.54288	bin.018	62.0							Bacteria?					
2583	NODE_2584_length_5634_cov_4.668758	5634	7.51112	7.51112	11.3835	bin.018	59.0							Bacteria?					
2585	NODE_2586_length_5632_cov_3.056661	5632	5.11893	5.11893	5.42753	bin.018	62.0							Bacteria?					
2589	NODE_2590_length_5625_cov_4.304668	5625	6.50612	6.50612	8.47578	bin.018	62.0							Bacteria?					
2590	NODE_2591_length_5623_cov_4.208513	5623	6.90188	6.90188	9.50513	bin.018	64.0							Bacteria?					
2591	NODE_2592_length_5622_cov_2.641818	5622	4.27357	4.27357	4.07626	bin.018	56.0							Bacteria?					
2593	NODE_2594_length_5619_cov_3.668584	5619	5.88481	5.88481	5.67827	bin.018	66.0							Bacteria?					
2594	NODE_2595_length_5618_cov_4.506202	5618	7.28274	7.28274	10.2785	bin.018	62.0							Bacteria?					
2597	NODE_2598_length_5616_cov_4.861895	5616	6.62459	6.62459	15.7243	bin.018	59.0							Bacteria?					
2599	NODE_2600_length_5612_cov_3.511967	5612	5.06316	5.06316	4.29131	bin.018	66.0							Bacteria?					
2600	NODE_2601_length_5610_cov_4.627363	5610	7.61227	7.61227	9.56411	bin.018	62.0							Bacteria?					
2602	NODE_2603_length_5610_cov_3.245005	5610	5.13956	5.13956	6.86023	bin.018	62.0							Bacteria?					
2603	NODE_2604_length_5610_cov_2.979838	5610	4.82289	4.82289	2.98105	bin.018	65.0							Bacteria?					
2606	NODE_2607_length_5601_cov_5.766859	5601	8.22748	8.22748	12.1166	bin.018	63.0							Bacteria?					
2607	NODE_2608_length_5600_cov_4.512353	5600	7.22679	7.22679	10.4485	bin.018	60.0							Bacteria?					
2614	NODE_2615_length_5592_cov_3.383240	5592	4.86678	4.86678	5.48447	bin.018	58.0							Bacteria?					
2620	NODE_2621_length_5585_cov_3.891682	5585	6.00589	6.00589	6.84683	bin.018	64.0							Bacteria?					
2622	NODE_2623_length_5583_cov_4.025687	5583	5.71268	5.71268	8.32585	bin.018	63.0							Bacteria?					
2625	NODE_2626_length_5576_cov_4.334903	5576	6.46259	6.46259	9.60168	bin.018	64.0							Bacteria?					
2626	NODE_2627_length_5575_cov_5.269203	5575	8.37659	8.37659	13.4341	bin.018	63.0							Bacteria?					
2627	NODE_2628_length_5575_cov_3.977536	5575	6.26728	6.26728	9.63612	bin.018	65.0							Bacteria?					
2631	NODE_2632_length_5572_cov_3.052384	5572	4.84563	4.84563	5.75628	bin.018	58.0							Bacteria?					
2635	NODE_2636_length_5569_cov_2.662495	5569	4.24894	4.24894	4.10477	bin.018	61.0							Bacteria?					
2637	NODE_2638_length_5568_cov_4.236350	5568	6.62145	6.62145	10.2368	bin.018	57.0							Bacteria?					
2639	NODE_2640_length_5563_cov_3.374183	5563	5.31184	5.31184	5.69122	bin.018	67.0							Bacteria?					
2640	NODE_2641_length_5562_cov_5.283639	5562	8.2439	8.2439	11.9768	bin.018	63.0	bin.018	0.193	0.053	0.52	0.36	0.52	lavidaviridae	5560.0	0.0	40.0	0.0	|full
2642	NODE_2643_length_5558_cov_3.414683	5558	5.44175	5.44175	6.24225	bin.018	66.0							Bacteria?					
2644	NODE_2645_length_5556_cov_4.382476	5556	6.6256	6.6256	7.76431	bin.018	62.0							Bacteria?					
2645	NODE_2646_length_5555_cov_3.987273	5555	6.65902	6.65902	6.96679	bin.018	65.0							Bacteria?					
2649	NODE_2650_length_5546_cov_2.788563	5546	4.6262	4.6262	6.60053	bin.018	57.0							Bacteria?					
2652	NODE_2653_length_5541_cov_3.786365	5541	5.67594	5.67594	7.47846	bin.018	64.0							Bacteria?					
2654	NODE_2655_length_5540_cov_3.801276	5540	6.29462	6.29462	6.87668	bin.018	64.0							Bacteria?					
2659	NODE_2660_length_5531_cov_4.419649	5531	6.78889	6.78889	11.9419	bin.018	63.0							Bacteria?					
2660	NODE_2661_length_5529_cov_4.610340	5529	7.18107	7.18107	8.12232	bin.018	61.0							Bacteria?					
2663	NODE_2664_length_5527_cov_4.233553	5527	6.97378	6.97378	8.88418	bin.018	61.0							Bacteria?					
2668	NODE_2669_length_5519_cov_3.344619	5519	5.30862	5.30862	5.08835	bin.018	64.0							Bacteria?					
2670	NODE_2671_length_5516_cov_3.693829	5516	5.36396	5.36396	6.09288	bin.018	62.0							Bacteria?					
2672	NODE_2673_length_5514_cov_2.845027	5514	4.55127	4.55127	4.27351	bin.018	65.0							Bacteria?					
2673	NODE_2674_length_5512_cov_3.362653	5512	5.40545	5.40545	5.66926	bin.018	62.0							Bacteria?					
2677	NODE_2678_length_5506_cov_3.757843	5506	5.98861	5.98861	6.82089	bin.018	64.0							Bacteria?					
2684	NODE_2685_length_5495_cov_3.010662	5495	4.89579	4.89579	3.27828	bin.018	66.0							Bacteria?					
2685	NODE_2686_length_5494_cov_5.021327	5494	7.74495	7.74495	14.1637	bin.018	56.0							Bacteria?					
2687	NODE_2688_length_5493_cov_4.490805	5493	6.55175	6.55175	12.999	bin.018	64.0							Bacteria?					
2688	NODE_2689_length_5490_cov_4.319963	5490	6.83989	6.83989	9.75158	bin.018	61.0							Bacteria?					
2689	NODE_2690_length_5490_cov_3.907452	5490	5.76479	5.76479	6.03864	bin.018	63.0							Bacteria?					
2693	NODE_2694_length_5487_cov_2.862666	5487	4.53513	4.53513	4.19649	bin.018	65.0							Bacteria?					
2695	NODE_2696_length_5484_cov_2.905507	5484	4.62861	4.62861	4.3404	bin.018	61.0							Bacteria?					
2701	NODE_2702_length_5471_cov_4.221381	5471	6.32813	6.32813	5.78201	bin.018	60.0							Bacteria?					
2702	NODE_2703_length_5471_cov_3.561115	5471	5.78651	5.78651	6.30326	bin.018	54.0							Bacteria?					
2704	NODE_2705_length_5470_cov_4.014774	5470	6.3188	6.3188	10.3201	bin.018	62.0							Bacteria?					
2705	NODE_2706_length_5469_cov_4.815848	5469	7.85937	7.85937	7.02813	bin.018	61.0							Bacteria?					
2707	NODE_2708_length_5466_cov_4.152652	5466	6.4684	6.4684	7.4829	bin.018	59.0							Bacteria?					
2709	NODE_2710_length_5464_cov_2.851913	5464	4.49228	4.49228	3.63636	bin.018	66.0							Bacteria?					
2713	NODE_2714_length_5459_cov_3.903220	5459	6.14786	6.14786	8.19079	bin.018	57.0							Bacteria?					
2717	NODE_2718_length_5458_cov_3.795854	5458	6.17558	6.17558	5.27349	bin.018	60.0							Bacteria?					
2718	NODE_2719_length_5457_cov_3.059608	5457	4.77652	4.77652	6.43564	bin.018	62.0							Bacteria?					
2720	NODE_2721_length_5455_cov_3.936111	5455	6.25617	6.25617	10.7151	bin.018	61.0							Bacteria?					
2723	NODE_2724_length_5451_cov_3.724240	5451	5.61932	5.61932	4.91049	bin.018	64.0							Bacteria?					
2724	NODE_2725_length_5451_cov_3.066716	5451	4.82456	4.82456	5.7804	bin.018	63.0							Bacteria?					
2727	NODE_2728_length_5444_cov_3.322323	5444	5.31564	5.31564	6.07428	bin.018	67.0							Bacteria?					
2729	NODE_2730_length_5443_cov_3.148107	5443	4.96788	4.96788	4.87013	bin.018	65.0							Bacteria?					
2732	NODE_2733_length_5441_cov_3.516339	5441	5.32848	5.32848	5.0615	bin.018	64.0							Bacteria?					
2733	NODE_2734_length_5440_cov_3.794429	5440	5.77561	5.77561	7.10433	bin.018	62.0	bin.018	0.107	0.013	0.167	0.627	0.627	NCLDV	5144.0	0.0	25.0	0.0	|full
2735	NODE_2736_length_5437_cov_3.965069	5437	5.6847	5.6847	4.93413	bin.018	63.0							Bacteria?					
2737	NODE_2738_length_5435_cov_5.012825	5435	8.05128	8.05128	12.3256	bin.018	61.0							Bacteria?					
2739	NODE_2740_length_5432_cov_4.141715	5432	6.7198	6.7198	12.2255	bin.018	58.0							Bacteria?					
2740	NODE_2741_length_5431_cov_3.249070	5431	5.11096	5.11096	4.06652	bin.018	65.0							Bacteria?					
2742	NODE_2743_length_5423_cov_4.609724	5423	7.35255	7.35255	9.15248	bin.018	62.0							Bacteria?					
2743	NODE_2744_length_5423_cov_3.803651	5423	5.93609	5.93609	5.89068	bin.018	65.0							Bacteria?					
2744	NODE_2745_length_5423_cov_3.748510	5423	5.70738	5.70738	6.30532	bin.018	62.0							Bacteria?					
2745	NODE_2746_length_5421_cov_3.264256	5421	4.95162	4.95162	4.81229	bin.018	60.0							Bacteria?					
2746	NODE_2747_length_5421_cov_2.934215	5421	4.91159	4.91159	4.69762	bin.018	55.0							Bacteria?					
2748	NODE_2749_length_5418_cov_3.207160	5418	4.94267	4.94267	4.4064	bin.018	59.0							Bacteria?					
2750	NODE_2751_length_5416_cov_3.893117	5416	5.94531	5.94531	7.24267	bin.018	62.0							Bacteria?					
2752	NODE_2753_length_5411_cov_3.681479	5411	5.77248	5.77248	5.877	bin.018	63.0							Bacteria?					
2757	NODE_2758_length_5407_cov_2.985800	5407	4.72437	4.72437	5.65405	bin.018	66.0	bin.018	0.087	0.0	0.013	0.567	0.567	NCLDV	5405.0	0.0	20.0	0.0	|full
2759	NODE_2760_length_5404_cov_3.182651	5404	4.90636	4.90636	4.24977	bin.018	60.0							Bacteria?					
2761	NODE_2762_length_5397_cov_3.644328	5397	5.81265	5.81265	8.42456	bin.018	65.0							Bacteria?					
2762	NODE_2763_length_5396_cov_3.261187	5396	5.32005	5.32005	5.61321	bin.018	57.0							Bacteria?					
2764	NODE_2765_length_5391_cov_4.312781	5391	6.63881	6.63881	7.95587	bin.018	63.0							Bacteria?					
2766	NODE_2767_length_5388_cov_3.104257	5388	4.85949	4.85949	4.04241	bin.018	68.0							Bacteria?					
2768	NODE_2769_length_5385_cov_5.048030	5385	7.7404	7.7404	8.74392	bin.018	59.0							Bacteria?					
2769	NODE_2770_length_5385_cov_4.073358	5385	6.28309	6.28309	5.43951	bin.018	61.0							Bacteria?					
2773	NODE_2774_length_5376_cov_4.600827	5376	6.78224	6.78224	11.3523	bin.018	58.0							Bacteria?					
2775	NODE_2776_length_5376_cov_3.594249	5376	5.74646	5.74646	6.29918	bin.018	65.0							Bacteria?					
2780	NODE_2781_length_5372_cov_2.771676	5372	4.32995	4.32995	4.2254	bin.018	61.0							Bacteria?					
2784	NODE_2785_length_5366_cov_3.520806	5366	5.02358	5.02358	6.78072	bin.018	61.0	bin.018	0.033	0.0	0.0	0.847	0.847	NCLDV	5363.0	0.0	20.0	0.0	|full
2785	NODE_2786_length_5365_cov_3.123540	5365	4.8675	4.8675	5.56648	bin.018	61.0							Bacteria?					
2790	NODE_2791_length_5355_cov_2.786792	5355	4.63112	4.63112	4.49839	bin.018	57.0							Bacteria?					
2793	NODE_2794_length_5348_cov_3.227281	5348	5.07118	5.07118	5.69777	bin.018	60.0							Bacteria?					
2794	NODE_2795_length_5347_cov_3.052721	5347	4.84087	4.84087	3.52878	bin.018	66.0							Bacteria?					
2796	NODE_2797_length_5345_cov_3.440643	5345	5.43176	5.43176	6.05546	bin.018	63.0							Bacteria?					
2798	NODE_2799_length_5342_cov_4.418196	5342	6.46995	6.46995	6.82051	bin.018	54.0							Bacteria?					
2799	NODE_2800_length_5342_cov_3.376962	5342	5.41545	5.41545	4.90173	bin.018	66.0							Bacteria?					
2801	NODE_2802_length_5340_cov_4.122044	5340	6.65568	6.65568	9.20528	bin.018	62.0							Bacteria?					
2802	NODE_2803_length_5340_cov_3.342479	5340	5.38208	5.38208	5.0731	bin.018	64.0							Bacteria?					
2812	NODE_2813_length_5331_cov_3.699962	5331	5.71685	5.71685	7.53937	bin.018	66.0							Bacteria?					
2813	NODE_2814_length_5329_cov_2.927000	5329	4.6088	4.6088	4.52913	bin.018	65.0							Bacteria?					
2815	NODE_2816_length_5328_cov_2.288261	5328	3.75995	3.75995	2.66533	bin.018	55.0							Bacteria?					
2817	NODE_2818_length_5327_cov_3.133156	5327	5.39907	5.39907	5.41755	bin.018	66.0							Bacteria?					
2821	NODE_2822_length_5322_cov_3.004367	5322	4.80375	4.80375	5.20306	bin.018	62.0							Bacteria?					
2823	NODE_2824_length_5320_cov_4.754036	5320	7.7706	7.7706	9.5554	bin.018	58.0							Bacteria?					
2824	NODE_2825_length_5320_cov_4.309402	5320	6.13849	6.13849	5.92509	bin.018	60.0							Bacteria?					
2828	NODE_2829_length_5315_cov_3.592395	5315	5.27047	5.27047	7.22875	bin.018	57.0							Bacteria?					
2829	NODE_2830_length_5315_cov_3.514639	5315	5.61104	5.61104	4.78147	bin.018	65.0							Bacteria?					
2831	NODE_2832_length_5314_cov_4.489447	5314	6.817	6.817	14.7588	bin.018	60.0							Bacteria?					
2832	NODE_2833_length_5313_cov_6.050590	5313	7.98528	7.98528	9.52351	bin.018	64.0							Bacteria?					
2833	NODE_2834_length_5312_cov_4.803500	5312	7.57826	7.57826	7.49751	bin.018	61.0							Bacteria?					
2840	NODE_2841_length_5305_cov_3.440190	5305	5.47624	5.47624	4.07635	bin.018	65.0	bin.018	0.013	0.0	0.0	0.6	0.6	NCLDV	5303.0	0.0	16.7	0.0	|full
2845	NODE_2846_length_5294_cov_3.607750	5294	5.69732	5.69732	5.49019	bin.018	56.0	bin.018	0.807	0.333	0.127	0.5	0.807	dsDNAphage	5293.0	0.0	10.0	0.0	|full
2847	NODE_2848_length_5292_cov_3.475081	5292	5.43738	5.43738	5.83801	bin.018	56.0							Bacteria?					
2848	NODE_2849_length_5292_cov_2.590032	5292	4.23979	4.23979	5.03977	bin.018	57.0							Bacteria?					
2850	NODE_2851_length_5291_cov_2.817609	5291	4.5639	4.5639	3.3915	bin.018	62.0							Bacteria?					
2852	NODE_2853_length_5290_cov_6.122636	5290	8.85214	8.85214	14.6288	bin.018	61.0							Bacteria?					
2853	NODE_2854_length_5290_cov_3.539828	5290	5.28074	5.28074	5.25082	bin.018	60.0							Bacteria?					
2860	NODE_2861_length_5279_cov_4.746746	5279	7.62722	7.62722	6.23267	bin.018	61.0							Bacteria?					
2861	NODE_2862_length_5278_cov_3.413173	5278	5.39314	5.39314	6.67514	bin.018	65.0							Bacteria?					
2863	NODE_2864_length_5275_cov_4.454406	5275	7.02868	7.02868	9.92756	bin.018	63.0							Bacteria?					
2864	NODE_2865_length_5273_cov_3.739747	5273	5.943	5.943	6.18809	bin.018	64.0							Bacteria?					
2865	NODE_2866_length_5271_cov_3.473735	5271	5.61687	5.61687	6.76965	bin.018	62.0							Bacteria?					
2866	NODE_2867_length_5270_cov_2.860019	5270	4.36367	4.36367	4.07518	bin.018	62.0							Bacteria?					
2867	NODE_2868_length_5266_cov_3.338707	5266	5.20954	5.20954	4.06755	bin.018	56.0							Bacteria?					
2869	NODE_2870_length_5265_cov_3.709981	5265	5.9259	5.9259	6.47421	bin.018	67.0							Bacteria?					
2870	NODE_2871_length_5265_cov_3.290211	5265	5.36305	5.36305	3.83309	bin.018	58.0	bin.018	0.793	0.64	0.513	0.687	0.793	dsDNAphage	5263.0	0.0	40.0	0.0	|full
2876	NODE_2877_length_5253_cov_5.007311	5253	8.45659	8.45659	7.42658	bin.018	61.0							Bacteria?					
2881	NODE_2882_length_5245_cov_3.572640	5245	5.44122	5.44122	5.59679	bin.018	66.0							Bacteria?					
2883	NODE_2884_length_5242_cov_3.311548	5242	4.97899	4.97899	5.29137	bin.018	62.0							Bacteria?					
2884	NODE_2885_length_5240_cov_3.223915	5240	5.16896	5.16896	5.66417	bin.018	67.0							Bacteria?					
2886	NODE_2887_length_5237_cov_3.382671	5237	5.43287	5.43287	7.41067	bin.018	58.0	bin.018	0.407	0.747	0.9	0.86	0.9	lavidaviridae	5236.0	0.0	33.3	0.0	|full
2887	NODE_2888_length_5236_cov_3.869716	5236	6.17125	6.17125	4.986	bin.018	65.0							Bacteria?					
2890	NODE_2891_length_5233_cov_4.265160	5233	6.54928	6.54928	10.3911	bin.018	64.0							Bacteria?					
2892	NODE_2893_length_5230_cov_4.577971	5230	7.32756	7.32756	10.5404	bin.018	63.0							Bacteria?					
2893	NODE_2894_length_5230_cov_4.178357	5230	6.47382	6.47382	6.55811	bin.018	64.0							Bacteria?					
2894	NODE_2895_length_5230_cov_2.762126	5230	4.49567	4.49567	2.85096	bin.018	67.0							Bacteria?					
2897	NODE_2898_length_5226_cov_3.775285	5226	5.44799	5.44799	4.2241	bin.018	65.0							Bacteria?					
2898	NODE_2899_length_5226_cov_3.309031	5226	5.27384	5.27384	3.74886	bin.018	67.0							Bacteria?					
2899	NODE_2900_length_5225_cov_5.817795	5225	8.46404	8.46404	10.8018	bin.018	59.0							Bacteria?					
2904	NODE_2905_length_5219_cov_3.723664	5219	5.72361	5.72361	6.02113	bin.018	66.0							Bacteria?					
2907	NODE_2908_length_5216_cov_4.032939	5216	6.42341	6.42341	5.95872	bin.018	64.0							Bacteria?					
2910	NODE_2911_length_5215_cov_3.776163	5215	5.18954	5.18954	5.03911	bin.018	62.0							Bacteria?					
2911	NODE_2912_length_5215_cov_3.366667	5215	5.36584	5.36584	5.57653	bin.018	56.0							Bacteria?					
2913	NODE_2914_length_5212_cov_3.032577	5212	4.85974	4.85974	4.5426	bin.018	66.0							Bacteria?					
2927	NODE_2928_length_5186_cov_5.832196	5186	9.34432	9.34432	13.7805	bin.018	62.0							Bacteria?					
2929	NODE_2930_length_5185_cov_4.656920	5185	7.49156	7.49156	9.04591	bin.018	64.0							Bacteria?					
2933	NODE_2934_length_5173_cov_3.322001	5173	5.27115	5.27115	3.80502	bin.018	66.0							Bacteria?					
2934	NODE_2935_length_5172_cov_2.793825	5172	4.47411	4.47411	7.28313	bin.018	66.0							Bacteria?					
2935	NODE_2936_length_5171_cov_4.480453	5171	6.84784	6.84784	8.4589	bin.018	60.0							Bacteria?					
2938	NODE_2939_length_5167_cov_2.529734	5167	4.06099	4.06099	2.86594	bin.018	65.0							Bacteria?					
2943	NODE_2944_length_5162_cov_4.127668	5162	6.18017	6.18017	11.2713	bin.018	63.0							Bacteria?					
2945	NODE_2946_length_5161_cov_2.989620	5161	4.70445	4.70445	4.30082	bin.018	64.0							Bacteria?					
2946	NODE_2947_length_5159_cov_5.219044	5159	7.56319	7.56319	6.61746	bin.018	64.0							Bacteria?					
2948	NODE_2949_length_5158_cov_4.917695	5158	6.55092	6.55092	10.8202	bin.018	65.0							Bacteria?					
2949	NODE_2950_length_5158_cov_3.567705	5158	5.66933	5.66933	6.10716	bin.018	64.0							Bacteria?					
2951	NODE_2952_length_5156_cov_3.609880	5156	5.42649	5.42649	6.08723	bin.018	61.0							Bacteria?					
2952	NODE_2953_length_5155_cov_3.415098	5155	5.39301	5.39301	3.79143	bin.018	67.0							Bacteria?					
2953	NODE_2954_length_5155_cov_3.131569	5155	4.7986	4.7986	4.92156	bin.018	57.0							Bacteria?					
2960	NODE_2961_length_5147_cov_4.081304	5147	6.12708	6.12708	8.9292	bin.018	59.0							Bacteria?					
2961	NODE_2962_length_5147_cov_2.518068	5147	3.89774	3.89774	5.10819	bin.018	64.0							Bacteria?					
2962	NODE_2963_length_5146_cov_2.731094	5146	4.39692	4.39692	4.5486	bin.018	56.0	bin.018	0.98	0.407	0.093	0.187	0.98	dsDNAphage	5144.0	0.0	15.4	0.0	|full
2965	NODE_2966_length_5144_cov_3.783848	5144	6.04225	6.04225	11.4784	bin.018	60.0	bin.018	0.313	0.007	0.007	0.747	0.747	NCLDV	5140.0	0.0	40.0	0.0	|full
2969	NODE_2970_length_5129_cov_2.774931	5129	4.34364	4.34364	3.03474	bin.018	61.0							Bacteria?					
2970	NODE_2971_length_5128_cov_2.824759	5128	4.59482	4.59482	4.89597	bin.018	68.0							Bacteria?					
2973	NODE_2974_length_5124_cov_3.432630	5124	5.37294	5.37294	5.05187	bin.018	66.0							Bacteria?					
2974	NODE_2975_length_5124_cov_2.621227	5124	4.1723	4.1723	3.42519	bin.018	56.0							Bacteria?					
2975	NODE_2976_length_5120_cov_3.716091	5120	5.69698	5.69698	5.75118	bin.018	64.0							Bacteria?					
2976	NODE_2977_length_5120_cov_3.238697	5120	5.26761	5.26761	6.79712	bin.018	64.0							Bacteria?					
2978	NODE_2979_length_5118_cov_4.306143	5118	7.19384	7.19384	5.82933	bin.018	65.0							Bacteria?					
2981	NODE_2982_length_5112_cov_2.376903	5112	3.90367	3.90367	2.24993	bin.018	67.0							Bacteria?					
2983	NODE_2984_length_5109_cov_2.947566	5109	4.73442	4.73442	5.78555	bin.018	59.0							Bacteria?					
2984	NODE_2985_length_5108_cov_3.268158	5108	5.21823	5.21823	5.68773	bin.018	66.0							Bacteria?					
2986	NODE_2987_length_5106_cov_2.354979	5106	3.98931	3.98931	4.00933	bin.018	55.0							Bacteria?					
2988	NODE_2989_length_5104_cov_4.245197	5104	6.6086	6.6086	7.05793	bin.018	62.0	bin.018	0.093	0.013	0.26	0.607	0.607	NCLDV	4915.0	0.0	25.0	0.0	|full
2991	NODE_2992_length_5098_cov_3.516954	5098	5.68876	5.68876	7.47579	bin.018	68.0							Bacteria?					
2997	NODE_2998_length_5087_cov_5.219197	5087	7.73709	7.73709	15.9194	bin.018	61.0							Bacteria?					
2999	NODE_3000_length_5084_cov_3.333267	5084	5.28841	5.28841	5.55259	bin.018	66.0							Bacteria?					
3000	NODE_3001_length_5083_cov_4.515513	5083	6.76221	6.76221	9.21498	bin.018	63.0							Bacteria?					
3003	NODE_3004_length_5079_cov_4.156250	5079	6.59079	6.59079	8.14805	bin.018	65.0							Bacteria?					
3005	NODE_3006_length_5075_cov_3.039841	5075	4.67147	4.67147	6.54433	bin.018	62.0							Bacteria?					
3006	NODE_3007_length_5074_cov_3.283124	5074	5.14704	5.14704	5.55107	bin.018	61.0							Bacteria?					
3007	NODE_3008_length_5074_cov_2.869297	5074	3.95532	3.95532	4.35812	bin.018	57.0							Bacteria?					
3008	NODE_3009_length_5073_cov_2.865484	5073	4.31079	4.31079	4.99552	bin.018	62.0							Bacteria?					
3009	NODE_3010_length_5070_cov_3.799601	5070	6.12907	6.12907	5.24354	bin.018	65.0							Bacteria?					
3015	NODE_3016_length_5064_cov_3.485526	5064	5.52503	5.52503	6.79209	bin.018	60.0							Bacteria?					
3016	NODE_3017_length_5063_cov_3.395567	5063	5.41176	5.41176	3.85876	bin.018	56.0	bin.018	0.86	0.8	0.34	0.153	0.86	dsDNAphage	5060.0	0.0	62.5	0.0	|full
3017	NODE_3018_length_5063_cov_3.076478	5063	4.89742	4.89742	5.48734	bin.018	67.0							Bacteria?					
3018	NODE_3019_length_5061_cov_4.466640	5061	7.07636	7.07636	10.5272	bin.018	65.0							Bacteria?					
3022	NODE_3023_length_5055_cov_5.076800	5055	8.06157	8.06157	7.97693	bin.018	63.0							Bacteria?					
3023	NODE_3024_length_5054_cov_4.781756	5054	7.74409	7.74409	9.44952	bin.018	61.0							Bacteria?					
3029	NODE_3030_length_5051_cov_3.107686	5051	5.03285	5.03285	5.28937	bin.018	66.0							Bacteria?					
3030	NODE_3031_length_5051_cov_3.058247	5051	4.92246	4.92246	4.72132	bin.018	62.0							Bacteria?					
3035	NODE_3036_length_5047_cov_2.818309	5047	4.52747	4.52747	3.61324	bin.018	64.0							Bacteria?					
3039	NODE_3040_length_5042_cov_3.183477	5042	5.03046	5.03046	5.36782	bin.018	59.0	bin.018	0.987	0.853	0.653	0.167	0.987	dsDNAphage	5039.0	1.0	100.0	0.0	|full
3043	NODE_3044_length_5035_cov_3.463655	5035	5.26735	5.26735	4.33476	bin.018	60.0							Bacteria?					
3044	NODE_3045_length_5033_cov_3.954198	5033	6.50625	6.50625	6.83255	bin.018	64.0							Bacteria?					
3049	NODE_3050_length_5030_cov_2.956985	5030	4.84979	4.84979	5.63828	bin.018	59.0							Bacteria?					
