	seqname	contigLen	totalAvgDepth	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
9039	NODE_9039_length_12449_cov_9.980152	12449.0	15.6966	15.6966	22.676	bin.138	64.0							Bacteria?					
9082	NODE_9082_length_12403_cov_10.111597	12403.0	15.6056	15.6056	22.0098	bin.138	62.0							Bacteria?					
9089	NODE_9089_length_12396_cov_10.725711	12396.0	16.7638	16.7638	27.5258	bin.138	61.0							Bacteria?					
9098	NODE_9098_length_12385_cov_9.358070	12385.0	14.6064	14.6064	21.1869	bin.138	62.0							Bacteria?					
9129	NODE_9129_length_12352_cov_11.312759	12352.0	17.3186	17.3186	25.792	bin.138	60.0							Bacteria?					
9148	NODE_9148_length_12337_cov_8.263882	12337.0	11.5755	11.5755	26.5356	bin.138	63.0							Bacteria?					
9168	NODE_9168_length_12322_cov_9.276188	12322.0	10.3861	10.3861	22.3981	bin.138	62.0							Bacteria?					
9169	NODE_9169_length_12321_cov_9.764715	12321.0	15.2611	15.2611	16.6395	bin.138	64.0							Bacteria?					
9174	NODE_9174_length_12315_cov_11.069902	12315.0	17.2275	17.2275	22.1876	bin.138	62.0							Bacteria?					
9192	NODE_9192_length_12298_cov_9.118353	12298.0	14.4689	14.4689	15.2727	bin.138	61.0							Bacteria?					
9203	NODE_9203_length_12286_cov_7.947429	12286.0	11.334	11.334	19.1263	bin.138	65.0							Bacteria?					
9268	NODE_9268_length_12225_cov_8.833772	12225.0	12.3304	12.3304	22.636	bin.138	63.0							Bacteria?					
9302	NODE_9302_length_12198_cov_11.292267	12198.0	17.8444	17.8444	17.4264	bin.138	59.0							Bacteria?					
9303	NODE_9303_length_12197_cov_9.760171	12197.0	12.4462	12.4462	20.0089	bin.138	60.0							Bacteria?					
9326	NODE_9326_length_12178_cov_10.760125	12178.0	16.5741	16.5741	23.8794	bin.138	63.0							Bacteria?					
9368	NODE_9368_length_12134_cov_10.808511	12134.0	16.1999	16.1999	17.7128	bin.138	61.0							Bacteria?					
9374	NODE_9374_length_12126_cov_13.360616	12126.0	20.5195	20.5195	33.9325	bin.138	57.0							Bacteria?					
9413	NODE_9413_length_12089_cov_10.596227	12089.0	16.637	16.637	26.864	bin.138	63.0							Bacteria?					
9434	NODE_9434_length_12068_cov_10.890868	12068.0	16.0489	16.0489	23.5623	bin.138	62.0							Bacteria?					
9519	NODE_9519_length_12005_cov_9.731548	12005.0	15.0977	15.0977	15.7346	bin.138	61.0							Bacteria?					
9531	NODE_9531_length_11998_cov_7.600017	11998.0	10.1021	10.1021	15.8855	bin.138	64.0							Bacteria?					
9534	NODE_9534_length_11995_cov_9.460720	11995.0	14.8244	14.8244	19.793	bin.138	63.0							Bacteria?					
9546	NODE_9546_length_11986_cov_9.758947	11986.0	15.0954	15.0954	18.7504	bin.138	61.0							Bacteria?					
9589	NODE_9589_length_11955_cov_10.380420	11955.0	15.8356	15.8356	21.0472	bin.138	62.0							Bacteria?					
9600	NODE_9600_length_11944_cov_11.181176	11944.0	16.4718	16.4718	26.0103	bin.138	64.0							Bacteria?					
9612	NODE_9612_length_11931_cov_10.328983	11931.0	16.1817	16.1817	18.0467	bin.138	63.0							Bacteria?					
9626	NODE_9626_length_11920_cov_10.884871	11920.0	16.7539	16.7539	23.544	bin.138	60.0							Bacteria?					
9640	NODE_9640_length_11910_cov_9.032138	11910.0	12.9219	12.9219	19.1194	bin.138	65.0							Bacteria?					
9650	NODE_9650_length_11902_cov_8.237782	11902.0	12.1743	12.1743	16.1151	bin.138	64.0	bin.138	0.02	0.0	0.027	0.547	0.547	NCLDV	11901.0	0.0	20.0	0.0	|full
9684	NODE_9684_length_11869_cov_9.418233	11869.0	14.5354	14.5354	22.2713	bin.138	62.0							Bacteria?					
9741	NODE_9741_length_11833_cov_8.183817	11833.0	11.3209	11.3209	18.5609	bin.138	64.0							Bacteria?					
9755	NODE_9755_length_11826_cov_9.251975	11826.0	13.5763	13.5763	16.8208	bin.138	66.0							Bacteria?					
9781	NODE_9781_length_11807_cov_9.817733	11807.0	13.4937	13.4937	19.5403	bin.138	65.0							Bacteria?					
9795	NODE_9795_length_11798_cov_10.035425	11798.0	15.7719	15.7719	18.9211	bin.138	63.0							Bacteria?					
9837	NODE_9837_length_11769_cov_10.548916	11769.0	15.3775	15.3775	28.0079	bin.138	58.0							Bacteria?					
9845	NODE_9845_length_11760_cov_10.932422	11760.0	17.1202	17.1202	19.6681	bin.138	61.0							Bacteria?					
9862	NODE_9862_length_11749_cov_10.785274	11749.0	16.6312	16.6312	26.6491	bin.138	61.0							Bacteria?					
9887	NODE_9887_length_11731_cov_6.029633	11731.0	8.16674	8.16674	25.1923	bin.138	65.0							Bacteria?					
9904	NODE_9904_length_11715_cov_11.768611	11715.0	18.222	18.222	20.8237	bin.138	60.0							Bacteria?					
9991	NODE_9991_length_11641_cov_8.722424	11641.0	11.2902	11.2902	25.2194	bin.138	63.0							Bacteria?					
9998	NODE_9998_length_11634_cov_11.421625	11634.0	16.2877	16.2877	25.0996	bin.138	61.0							Bacteria?					
10025	NODE_10025_length_11604_cov_10.057408	11604.0	15.4243	15.4243	20.9512	bin.138	60.0	bin.138	0.5	0.0	0.233	0.573	0.573	NCLDV	11602.0	0.0	9.1	0.0	|full
10034	NODE_10034_length_11598_cov_8.043749	11598.0	11.3284	11.3284	27.6247	bin.138	62.0							Bacteria?					
10100	NODE_10100_length_11537_cov_11.922749	11537.0	16.6271	16.6271	42.5252	bin.138	59.0	bin.138	0.907	0.073	0.453	0.18	0.907	dsDNAphage	11535.0	0.0	11.1	0.0	|full
10129	NODE_10129_length_11519_cov_9.560014	11519.0	14.8562	14.8562	16.0872	bin.138	62.0							Bacteria?					
10142	NODE_10142_length_11507_cov_11.227559	11507.0	17.0779	17.0779	15.8745	bin.138	61.0							Bacteria?					
10149	NODE_10149_length_11503_cov_11.855259	11503.0	18.4422	18.4422	29.4673	bin.138	63.0							Bacteria?					
10192	NODE_10192_length_11464_cov_10.872294	11464.0	16.577	16.577	29.6962	bin.138	61.0							Bacteria?					
10223	NODE_10223_length_11446_cov_10.093495	11446.0	15.7355	15.7355	28.7994	bin.138	61.0							Bacteria?					
10230	NODE_10230_length_11442_cov_9.237552	11442.0	14.0501	14.0501	20.5199	bin.138	66.0							Bacteria?					
10238	NODE_10238_length_11437_cov_10.521877	11437.0	16.1955	16.1955	19.5173	bin.138	56.0							Bacteria?					
10241	NODE_10241_length_11434_cov_7.674752	11434.0	11.2953	11.2953	15.7001	bin.138	61.0							Bacteria?					
10271	NODE_10271_length_11403_cov_11.238280	11403.0	17.5739	17.5739	20.8096	bin.138	61.0							Bacteria?					
10311	NODE_10311_length_11368_cov_12.278087	11368.0	18.2654	18.2654	23.7877	bin.138	58.0							Bacteria?					
10325	NODE_10325_length_11364_cov_9.891679	11364.0	14.843	14.843	15.864	bin.138	60.0							Bacteria?					
10378	NODE_10378_length_11316_cov_9.540982	11316.0	14.1492	14.1492	29.1431	bin.138	57.0							Bacteria?					
10379	NODE_10379_length_11316_cov_7.145991	11316.0	10.2976	10.2976	17.3228	bin.138	62.0							Bacteria?					
10450	NODE_10450_length_11260_cov_10.140741	11260.0	15.6054	15.6054	25.3716	bin.138	60.0							Bacteria?					
10451	NODE_10451_length_11260_cov_9.599643	11260.0	15.1147	15.1147	14.4634	bin.138	63.0							Bacteria?					
10463	NODE_10463_length_11249_cov_14.202966	11249.0	22.1843	22.1843	27.2852	bin.138	60.0							Bacteria?					
10579	NODE_10579_length_11169_cov_9.460320	11169.0	14.1888	14.1888	18.7352	bin.138	58.0							Bacteria?					
10592	NODE_10592_length_11159_cov_11.460104	11159.0	17.8433	17.8433	23.0094	bin.138	61.0							Bacteria?					
10593	NODE_10593_length_11159_cov_10.617525	11159.0	16.4435	16.4435	18.5378	bin.138	63.0							Bacteria?					
10652	NODE_10652_length_11115_cov_11.557324	11115.0	18.123	18.123	26.8005	bin.138	59.0							Bacteria?					
10657	NODE_10657_length_11110_cov_11.139032	11110.0	16.8847	16.8847	21.6798	bin.138	63.0							Bacteria?					
10855	NODE_10855_length_10981_cov_10.089420	10981.0	15.9207	15.9207	16.8362	bin.138	61.0							Bacteria?					
10932	NODE_10932_length_10926_cov_10.994205	10926.0	15.6479	15.6479	29.0337	bin.138	60.0							Bacteria?					
10976	NODE_10976_length_10897_cov_12.680686	10897.0	16.9339	16.9339	35.005	bin.138	60.0							Bacteria?					
11095	NODE_11095_length_10809_cov_11.163753	10809.0	16.805	16.805	23.6292	bin.138	63.0							Bacteria?					
11144	NODE_11144_length_10783_cov_10.241051	10783.0	15.9483	15.9483	21.6533	bin.138	61.0							Bacteria?					
11183	NODE_11183_length_10757_cov_9.254719	10757.0	11.085	11.085	22.662	bin.138	64.0							Bacteria?					
11200	NODE_11200_length_10742_cov_10.510433	10742.0	15.8819	15.8819	14.4811	bin.138	61.0							Bacteria?					
11203	NODE_11203_length_10738_cov_15.065993	10738.0	19.754	19.754	49.4319	bin.138	64.0							Bacteria?					
11262	NODE_11262_length_10696_cov_7.637722	10696.0	9.99573	9.99573	18.9477	bin.138	64.0							Bacteria?					
11321	NODE_11321_length_10652_cov_9.461734	10652.0	14.4966	14.4966	22.0894	bin.138	59.0							Bacteria?					
11385	NODE_11385_length_10608_cov_10.320193	10608.0	15.7286	15.7286	22.4219	bin.138	58.0							Bacteria?					
11524	NODE_11524_length_10508_cov_11.627284	10508.0	16.7377	16.7377	28.5602	bin.138	63.0							Bacteria?					
11554	NODE_11554_length_10492_cov_9.308901	10492.0	14.2443	14.2443	16.2486	bin.138	60.0							Bacteria?					
11557	NODE_11557_length_10491_cov_11.266481	10491.0	16.1005	16.1005	20.4315	bin.138	66.0							Bacteria?					
11671	NODE_11671_length_10412_cov_10.549290	10412.0	16.1573	16.1573	14.5498	bin.138	62.0							Bacteria?					
11702	NODE_11702_length_10395_cov_10.315474	10395.0	16.068	16.068	21.7718	bin.138	59.0							Bacteria?					
11711	NODE_11711_length_10391_cov_10.041022	10391.0	14.707	14.707	23.6295	bin.138	58.0							Bacteria?					
11746	NODE_11746_length_10364_cov_8.091958	10364.0	11.1665	11.1665	14.6786	bin.138	63.0							Bacteria?					
11771	NODE_11771_length_10354_cov_10.782600	10354.0	16.0074	16.0074	21.5252	bin.138	62.0							Bacteria?					
11775	NODE_11775_length_10350_cov_10.377562	10350.0	15.9036	15.9036	20.0361	bin.138	61.0							Bacteria?					
11808	NODE_11808_length_10330_cov_10.523601	10330.0	16.3369	16.3369	19.7967	bin.138	60.0							Bacteria?					
11882	NODE_11882_length_10286_cov_10.029811	10286.0	15.276	15.276	23.4187	bin.138	60.0							Bacteria?					
11905	NODE_11905_length_10273_cov_11.914367	10273.0	18.5975	18.5975	16.9641	bin.138	58.0							Bacteria?					
11931	NODE_11931_length_10256_cov_10.054897	10256.0	15.5933	15.5933	17.6091	bin.138	59.0							Bacteria?					
12028	NODE_12028_length_10195_cov_10.323866	10195.0	16.1456	16.1456	21.2208	bin.138	63.0							Bacteria?					
12073	NODE_12073_length_10171_cov_7.200079	10171.0	9.64904	9.64904	19.1721	bin.138	62.0							Bacteria?					
12085	NODE_12085_length_10164_cov_10.132159	10164.0	15.6095	15.6095	22.7492	bin.138	61.0							Bacteria?					
12095	NODE_12095_length_10158_cov_12.470751	10158.0	18.2166	18.2166	26.8453	bin.138	63.0							Bacteria?					
12155	NODE_12155_length_10123_cov_11.041220	10123.0	16.6354	16.6354	27.8407	bin.138	62.0							Bacteria?					
12156	NODE_12156_length_10123_cov_9.589591	10123.0	14.5243	14.5243	22.8625	bin.138	61.0							Bacteria?					
12170	NODE_12170_length_10114_cov_7.620241	10114.0	11.4115	11.4115	23.0007	bin.138	63.0							Bacteria?					
12240	NODE_12240_length_10069_cov_9.600459	10069.0	14.9248	14.9248	22.4043	bin.138	58.0							Bacteria?					
12257	NODE_12257_length_10056_cov_8.579742	10056.0	13.2232	13.2232	18.1629	bin.138	60.0							Bacteria?					
12379	NODE_12379_length_9986_cov_9.745544	9986.0	15.1734	15.1734	24.2698	bin.138	61.0							Bacteria?					
12429	NODE_12429_length_9959_cov_10.901454	9959.0	16.5779	16.5779	26.2085	bin.138	59.0							Bacteria?					
12498	NODE_12498_length_9924_cov_10.349276	9924.0	15.66	15.66	25.0288	bin.138	62.0							Bacteria?					
12524	NODE_12524_length_9905_cov_13.560203	9905.0	15.9315	15.9315	42.1599	bin.138	61.0	bin.138	0.507	0.0	0.033	0.553	0.553	NCLDV	9903.0	0.0	10.0	0.0	|full
12636	NODE_12636_length_9855_cov_8.363878	9855.0	12.065	12.065	27.1632	bin.138	59.0							Bacteria?					
12688	NODE_12688_length_9832_cov_9.318605	9832.0	12.914	12.914	18.6286	bin.138	63.0							Bacteria?					
12689	NODE_12689_length_9831_cov_9.574366	9831.0	14.83	14.83	26.3407	bin.138	59.0							Bacteria?					
12709	NODE_12709_length_9825_cov_8.658342	9825.0	13.3174	13.3174	23.659	bin.138	65.0							Bacteria?					
12749	NODE_12749_length_9801_cov_11.005541	9801.0	11.8887	11.8887	29.7836	bin.138	64.0							Bacteria?					
12885	NODE_12885_length_9732_cov_8.441562	9732.0	11.8075	11.8075	19.3669	bin.138	65.0							Bacteria?					
12898	NODE_12898_length_9725_cov_9.616236	9725.0	14.2487	14.2487	22.266	bin.138	62.0							Bacteria?					
12946	NODE_12946_length_9701_cov_11.450757	9701.0	17.4769	17.4769	27.5875	bin.138	62.0							Bacteria?					
12975	NODE_12975_length_9687_cov_10.955357	9687.0	16.5155	16.5155	26.028	bin.138	61.0							Bacteria?					
12989	NODE_12989_length_9678_cov_10.863036	9678.0	16.8255	16.8255	18.7934	bin.138	63.0							Bacteria?					
13016	NODE_13016_length_9667_cov_11.085206	9667.0	15.6166	15.6166	23.255	bin.138	62.0							Bacteria?					
13041	NODE_13041_length_9655_cov_10.850417	9655.0	15.9153	15.9153	19.8555	bin.138	59.0							Bacteria?					
13060	NODE_13060_length_9645_cov_9.861105	9645.0	15.5987	15.5987	19.162	bin.138	63.0							Bacteria?					
13089	NODE_13089_length_9628_cov_9.546642	9628.0	14.9154	14.9154	17.9622	bin.138	63.0							Bacteria?					
13097	NODE_13097_length_9626_cov_11.267057	9626.0	17.7193	17.7193	26.0337	bin.138	60.0							Bacteria?					
13186	NODE_13186_length_9588_cov_7.894157	9588.0	10.9898	10.9898	19.6245	bin.138	64.0							Bacteria?					
13202	NODE_13202_length_9580_cov_7.279055	9580.0	11.1168	11.1168	20.3244	bin.138	64.0	bin.138	0.02	0.007	0.007	0.587	0.587	NCLDV	9576.0	0.0	16.7	0.0	|full
13236	NODE_13236_length_9559_cov_9.840488	9559.0	13.1243	13.1243	23.4423	bin.138	64.0							Bacteria?					
13249	NODE_13249_length_9553_cov_10.023479	9553.0	15.4888	15.4888	15.4747	bin.138	62.0							Bacteria?					
13250	NODE_13250_length_9553_cov_8.455148	9553.0	12.0921	12.0921	27.8809	bin.138	64.0							Bacteria?					
13320	NODE_13320_length_9520_cov_10.099419	9520.0	15.0073	15.0073	17.4406	bin.138	61.0							Bacteria?					
13328	NODE_13328_length_9516_cov_8.021774	9516.0	11.5704	11.5704	15.117	bin.138	62.0							Bacteria?					
13337	NODE_13337_length_9513_cov_9.933601	9513.0	15.1642	15.1642	17.9756	bin.138	63.0							Bacteria?					
13338	NODE_13338_length_9513_cov_7.943117	9513.0	12.1917	12.1917	20.0455	bin.138	66.0							Bacteria?					
13366	NODE_13366_length_9500_cov_9.265537	9500.0	14.0575	14.0575	14.8413	bin.138	59.0							Bacteria?					
13376	NODE_13376_length_9496_cov_11.319564	9496.0	15.1924	15.1924	21.11	bin.138	58.0							Bacteria?					
13377	NODE_13377_length_9496_cov_10.206652	9496.0	15.7452	15.7452	21.4782	bin.138	62.0							Bacteria?					
13378	NODE_13378_length_9495_cov_9.680403	9495.0	15.2288	15.2288	16.1506	bin.138	61.0							Bacteria?					
13542	NODE_13542_length_9413_cov_12.776021	9413.0	14.1674	14.1674	51.7597	bin.138	64.0							Bacteria?					
13583	NODE_13583_length_9388_cov_10.481517	9388.0	15.8972	15.8972	21.4787	bin.138	62.0							Bacteria?					
13598	NODE_13598_length_9383_cov_9.040845	9383.0	12.5906	12.5906	26.6595	bin.138	64.0							Bacteria?					
13600	NODE_13600_length_9382_cov_9.896001	9382.0	15.3315	15.3315	24.2178	bin.138	64.0							Bacteria?					
13602	NODE_13602_length_9381_cov_9.077632	9381.0	13.2005	13.2005	17.4436	bin.138	60.0							Bacteria?					
13664	NODE_13664_length_9357_cov_14.205762	9357.0	20.3524	20.3524	25.7254	bin.138	62.0							Bacteria?					
13671	NODE_13671_length_9355_cov_9.489032	9355.0	14.7104	14.7104	20.6768	bin.138	62.0	bin.138	0.193	0.033	0.04	0.553	0.553	NCLDV	9352.0	0.0	50.0	0.0	|full
13691	NODE_13691_length_9347_cov_9.533362	9347.0	12.449	12.449	24.2946	bin.138	63.0							Bacteria?					
13774	NODE_13774_length_9307_cov_11.658776	9307.0	17.625	17.625	21.3749	bin.138	61.0							Bacteria?					
13776	NODE_13776_length_9306_cov_12.598530	9306.0	16.5362	16.5362	25.6391	bin.138	60.0							Bacteria?					
13848	NODE_13848_length_9270_cov_10.833749	9270.0	15.3875	15.3875	21.2592	bin.138	61.0							Bacteria?					
13867	NODE_13867_length_9262_cov_10.232540	9262.0	15.3486	15.3486	24.1502	bin.138	60.0							Bacteria?					
13877	NODE_13877_length_9258_cov_7.447680	9258.0	10.3635	10.3635	16.9003	bin.138	64.0	bin.138	1.0	0.153	0.5	0.533	1.0	dsDNAphage	9192.0	2.0	35.7	0.0	|full
14041	NODE_14041_length_9184_cov_9.985431	9184.0	15.5456	15.5456	22.6764	bin.138	59.0							Bacteria?					
14054	NODE_14054_length_9178_cov_7.877781	9178.0	11.3192	11.3192	18.3207	bin.138	65.0							Bacteria?					
14080	NODE_14080_length_9164_cov_9.122077	9164.0	13.0939	13.0939	21.3053	bin.138	64.0							Bacteria?					
14105	NODE_14105_length_9155_cov_8.120549	9155.0	10.8617	10.8617	19.8787	bin.138	63.0							Bacteria?					
14145	NODE_14145_length_9136_cov_9.005726	9136.0	12.9755	12.9755	27.4239	bin.138	65.0							Bacteria?					
14191	NODE_14191_length_9112_cov_10.109529	9112.0	15.4087	15.4087	24.2624	bin.138	61.0							Bacteria?					
14200	NODE_14200_length_9108_cov_9.873964	9108.0	14.7083	14.7083	22.5015	bin.138	61.0							Bacteria?					
14284	NODE_14284_length_9068_cov_10.165539	9068.0	15.6605	15.6605	21.2904	bin.138	64.0							Bacteria?					
14291	NODE_14291_length_9065_cov_10.782020	9065.0	17.0738	17.0738	23.1581	bin.138	62.0							Bacteria?					
14296	NODE_14296_length_9063_cov_7.022869	9063.0	10.4009	10.4009	15.3336	bin.138	65.0							Bacteria?					
14322	NODE_14322_length_9052_cov_11.110815	9052.0	16.4416	16.4416	28.2208	bin.138	63.0							Bacteria?					
14333	NODE_14333_length_9050_cov_10.124625	9050.0	15.7619	15.7619	16.9748	bin.138	61.0							Bacteria?					
14363	NODE_14363_length_9033_cov_11.632658	9033.0	17.3097	17.3097	23.0705	bin.138	58.0							Bacteria?					
14369	NODE_14369_length_9031_cov_7.622995	9031.0	11.0026	11.0026	16.0596	bin.138	65.0							Bacteria?					
14423	NODE_14423_length_9007_cov_9.029044	9007.0	12.6494	12.6494	22.54	bin.138	63.0							Bacteria?					
14441	NODE_14441_length_9001_cov_10.265594	9001.0	15.9468	15.9468	26.2915	bin.138	62.0							Bacteria?					
14455	NODE_14455_length_8994_cov_10.069471	8994.0	15.8537	15.8537	17.4083	bin.138	63.0	bin.138	0.253	0.04	0.267	0.527	0.527	NCLDV	8285.0	0.0	50.0	0.0	|full
14528	NODE_14528_length_8964_cov_11.322146	8964.0	17.3086	17.3086	29.0304	bin.138	63.0							Bacteria?					
14617	NODE_14617_length_8921_cov_10.298556	8921.0	15.9976	15.9976	18.6365	bin.138	62.0							Bacteria?					
14618	NODE_14618_length_8920_cov_9.624365	8920.0	12.526	12.526	22.1896	bin.138	64.0							Bacteria?					
14657	NODE_14657_length_8902_cov_10.569119	8902.0	16.2418	16.2418	17.3938	bin.138	62.0							Bacteria?					
14679	NODE_14679_length_8892_cov_10.360077	8892.0	16.0168	16.0168	18.0721	bin.138	63.0							Bacteria?					
14714	NODE_14714_length_8881_cov_10.653184	8881.0	16.258	16.258	19.7363	bin.138	61.0							Bacteria?					
14757	NODE_14757_length_8860_cov_15.395684	8860.0	21.5511	21.5511	40.1296	bin.138	62.0							Bacteria?					
14802	NODE_14802_length_8840_cov_10.882641	8840.0	16.8726	16.8726	16.196	bin.138	62.0							Bacteria?					
14806	NODE_14806_length_8839_cov_10.157104	8839.0	15.726	15.726	14.0465	bin.138	63.0							Bacteria?					
14818	NODE_14818_length_8831_cov_7.950091	8831.0	11.1686	11.1686	13.9682	bin.138	63.0							Bacteria?					
14916	NODE_14916_length_8796_cov_10.125386	8796.0	15.3747	15.3747	23.1867	bin.138	62.0							Bacteria?					
14935	NODE_14935_length_8788_cov_10.460094	8788.0	15.7787	15.7787	31.2412	bin.138	59.0							Bacteria?					
14940	NODE_14940_length_8784_cov_11.244129	8784.0	17.4651	17.4651	18.978	bin.138	60.0							Bacteria?					
14954	NODE_14954_length_8778_cov_11.058122	8778.0	15.8059	15.8059	30.1407	bin.138	61.0							Bacteria?					
14972	NODE_14972_length_8772_cov_8.550075	8772.0	12.5956	12.5956	17.4562	bin.138	64.0							Bacteria?					
15033	NODE_15033_length_8752_cov_5.116477	8752.0	7.61404	7.61404	10.0463	bin.138	65.0							Bacteria?					
15120	NODE_15120_length_8719_cov_9.822368	8719.0	14.6662	14.6662	16.1024	bin.138	63.0							Bacteria?					
15137	NODE_15137_length_8714_cov_10.861185	8714.0	17.018	17.018	19.2781	bin.138	62.0							Bacteria?					
15138	NODE_15138_length_8714_cov_8.054741	8714.0	11.0234	11.0234	16.3188	bin.138	63.0							Bacteria?					
15151	NODE_15151_length_8708_cov_11.559575	8708.0	17.6396	17.6396	18.6763	bin.138	61.0							Bacteria?					
15215	NODE_15215_length_8679_cov_8.605172	8679.0	13.8067	13.8067	26.8195	bin.138	61.0							Bacteria?					
15439	NODE_15439_length_8595_cov_7.623419	8595.0	9.95867	9.95867	17.4413	bin.138	64.0							Bacteria?					
15464	NODE_15464_length_8586_cov_8.689251	8586.0	12.1552	12.1552	22.4024	bin.138	60.0							Bacteria?					
15631	NODE_15631_length_8520_cov_8.468872	8520.0	12.195	12.195	26.3141	bin.138	63.0							Bacteria?					
15680	NODE_15680_length_8501_cov_8.883022	8501.0	12.5226	12.5226	26.7762	bin.138	63.0							Bacteria?					
