	seqname	contigLen	totalAvgDepth	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
1959	NODE_1960_length_8001_cov_10.884344	8001	16.1995	16.1995	15.3422	bin.020	56							Bacteria?					
1983	NODE_1984_length_7957_cov_11.101367	7957	15.6308	15.6308	24.9706	bin.020	58							Bacteria?					
2154	NODE_2155_length_7593_cov_10.809897	7593	14.4383	14.4383	17.3362	bin.020	61							Bacteria?					
2176	NODE_2177_length_7561_cov_12.194245	7561	14.1796	14.1796	19.2213	bin.020	61							Bacteria?					
2213	NODE_2214_length_7487_cov_8.624462	7487	12.8467	12.8467	21.5242	bin.020	60							Bacteria?					
2233	NODE_2234_length_7437_cov_13.538336	7437	16.934	16.934	27.8479	bin.020	60							Bacteria?					
2268	NODE_2269_length_7369_cov_12.228603	7369	16.1971	16.1971	20.9435	bin.020	59							Bacteria?					
2274	NODE_2275_length_7361_cov_10.390227	7361	14.925	14.925	18.3972	bin.020	63							Bacteria?					
2301	NODE_2302_length_7319_cov_10.044741	7319	14.925	14.925	19.9677	bin.020	59							Bacteria?					
2345	NODE_2346_length_7253_cov_12.052098	7253	13.487	13.487	19.4766	bin.020	61							Bacteria?					
2398	NODE_2399_length_7173_cov_11.512223	7173	14.2774	14.2774	18.1047	bin.020	61	bin.020	0.153	0.013	0.207	0.68	0.68	NCLDV	7169.0	0.0	12.5	0.0	|full
2419	NODE_2420_length_7150_cov_12.208316	7150	16.3311	16.3311	25.5222	bin.020	60							Bacteria?					
2488	NODE_2489_length_7063_cov_12.215325	7063	14.8757	14.8757	22.0106	bin.020	60							Bacteria?					
2633	NODE_2634_length_6887_cov_10.680621	6887	15.5456	15.5456	17.0314	bin.020	56							Bacteria?					
2667	NODE_2668_length_6831_cov_10.525531	6831	14.7018	14.7018	15.6365	bin.020	60							Bacteria?					
2700	NODE_2701_length_6774_cov_12.058044	6774	15.9139	15.9139	16.4225	bin.020	59	bin.020	0.167	0.027	0.38	0.52	0.52	NCLDV	6773.0	0.0	25.0	0.0	|full
2734	NODE_2735_length_6734_cov_9.668813	6734	13.9266	13.9266	23.4233	bin.020	60							Bacteria?					
2750	NODE_2751_length_6712_cov_9.815232	6712	14.4349	14.4349	15.6724	bin.020	56							Bacteria?					
2819	NODE_2820_length_6632_cov_12.013076	6632	13.9816	13.9816	20.4836	bin.020	61							Bacteria?					
2856	NODE_2857_length_6575_cov_11.343252	6575	15.8646	15.8646	16.8819	bin.020	56							Bacteria?					
2876	NODE_2877_length_6556_cov_11.626519	6556	15.887	15.887	23.9418	bin.020	59							Bacteria?					
2898	NODE_2899_length_6535_cov_12.973457	6535	16.2531	16.2531	16.5182	bin.020	60							Bacteria?					
2921	NODE_2922_length_6515_cov_10.275697	6515	15.1257	15.1257	14.2593	bin.020	60							Bacteria?					
2949	NODE_2950_length_6483_cov_9.507778	6483	14.3712	14.3712	12.5898	bin.020	61							Bacteria?					
2968	NODE_2969_length_6462_cov_11.978773	6462	16.6765	16.6765	15.4072	bin.020	59							Bacteria?					
2987	NODE_2988_length_6446_cov_9.597403	6446	11.7233	11.7233	26.986	bin.020	62							Bacteria?					
3018	NODE_3019_length_6411_cov_10.252675	6411	14.4991	14.4991	25.6409	bin.020	61							Bacteria?					
3035	NODE_3036_length_6396_cov_11.661883	6396	14.3218	14.3218	45.7813	bin.020	60							Bacteria?					
3128	NODE_3129_length_6294_cov_11.606347	6294	14.891	14.891	25.3568	bin.020	60							Bacteria?					
3199	NODE_3200_length_6218_cov_11.853318	6218	14.3998	14.3998	29.681	bin.020	58	bin.020	0.64	0.013	0.127	0.573	0.64	dsDNAphage	6215.0	1.0	50.0	25.0	|full
3213	NODE_3214_length_6202_cov_11.235725	6202	15.1801	15.1801	18.6018	bin.020	62							Bacteria?					
3303	NODE_3304_length_6123_cov_12.070369	6123	16.1026	16.1026	31.9825	bin.020	60							Bacteria?					
3308	NODE_3309_length_6118_cov_14.312881	6118	19.2733	19.2733	48.3397	bin.020	60							Bacteria?					
3327	NODE_3328_length_6105_cov_12.227273	6105	14.8905	14.8905	27.1919	bin.020	59							Bacteria?					
3332	NODE_3333_length_6102_cov_10.208699	6102	14.2451	14.2451	17.1162	bin.020	62							Bacteria?					
3361	NODE_3362_length_6078_cov_13.835962	6078	15.0712	15.0712	22.6291	bin.020	65							Bacteria?					
3422	NODE_3423_length_6033_cov_12.883908	6033	16.9971	16.9971	23.3096	bin.020	63							Bacteria?					
3451	NODE_3452_length_6001_cov_9.921796	6001	13.6907	13.6907	20.77	bin.020	61							Bacteria?					
3468	NODE_3469_length_5986_cov_10.690103	5986	14.1989	14.1989	25.7541	bin.020	60							Bacteria?					
3472	NODE_3473_length_5984_cov_10.706021	5984	15.4794	15.4794	24.7773	bin.020	60							Bacteria?					
3509	NODE_3510_length_5952_cov_11.793624	5952	15.1884	15.1884	14.6891	bin.020	60							Bacteria?					
3534	NODE_3535_length_5936_cov_10.515899	5936	15.0022	15.0022	17.3942	bin.020	58							Bacteria?					
3560	NODE_3561_length_5917_cov_11.961958	5917	14.9797	14.9797	22.1765	bin.020	59							Bacteria?					
3626	NODE_3627_length_5853_cov_10.294757	5853	14.8908	14.8908	18.8778	bin.020	57							Bacteria?					
3650	NODE_3651_length_5840_cov_10.582541	5840	13.7909	13.7909	16.0784	bin.020	60							Bacteria?					
3692	NODE_3693_length_5817_cov_10.658625	5817	14.8918	14.8918	12.6312	bin.020	57							Bacteria?					
3699	NODE_3700_length_5812_cov_13.143999	5812	17.2229	17.2229	20.1431	bin.020	56							Bacteria?					
3711	NODE_3712_length_5801_cov_11.648103	5801	14.8952	14.8952	23.801	bin.020	60							Bacteria?					
3838	NODE_3839_length_5706_cov_10.598124	5706	15.1134	15.1134	23.8239	bin.020	58							Bacteria?					
3888	NODE_3889_length_5670_cov_10.610686	5670	14.9295	14.9295	18.6693	bin.020	59							Bacteria?					
3909	NODE_3910_length_5654_cov_14.359171	5654	16.7794	16.7794	28.6324	bin.020	64							Bacteria?					
3964	NODE_3965_length_5613_cov_11.210687	5613	15.1798	15.1798	24.4072	bin.020	61							Bacteria?					
3976	NODE_3977_length_5608_cov_10.102827	5608	14.4168	14.4168	19.8693	bin.020	58							Bacteria?					
4000	NODE_4001_length_5589_cov_10.270690	5589	14.9724	14.9724	13.5468	bin.020	59							Bacteria?					
4040	NODE_4041_length_5564_cov_12.638228	5564	17.5525	17.5525	33.784	bin.020	55							Bacteria?					
4128	NODE_4129_length_5510_cov_11.026214	5510	16.5565	16.5565	18.8115	bin.020	59							Bacteria?					
4155	NODE_4156_length_5500_cov_13.303214	5500	15.4591	15.4591	39.879	bin.020	63							Bacteria?					
4279	NODE_4280_length_5420_cov_11.959925	5420	16.5431	16.5431	32.5764	bin.020	59	bin.020	0.12	0.007	0.553	0.1	0.553	lavidaviridae	5417.0	0.0	20.0	0.0	|full
4350	NODE_4351_length_5376_cov_13.000940	5376	16.8739	16.8739	22.5585	bin.020	63							Bacteria?					
4413	NODE_4414_length_5342_cov_12.197465	5342	12.5083	12.5083	60.9141	bin.020	61							Bacteria?					
4444	NODE_4445_length_5322_cov_11.079362	5322	13.8215	13.8215	18.4219	bin.020	62							Bacteria?					
4517	NODE_4518_length_5277_cov_13.094791	5277	14.6466	14.6466	20.4633	bin.020	59							Bacteria?					
4587	NODE_4588_length_5243_cov_11.648805	5243	14.1003	14.1003	15.9046	bin.020	62							Bacteria?					
4594	NODE_4595_length_5239_cov_11.339892	5239	15.2784	15.2784	15.4062	bin.020	62							Bacteria?					
4629	NODE_4630_length_5215_cov_13.469961	5215	17.9058	17.9058	17.4417	bin.020	59							Bacteria?					
4687	NODE_4688_length_5181_cov_10.631877	5181	14.38	14.38	13.514	bin.020	61							Bacteria?					
4723	NODE_4724_length_5163_cov_10.802271	5163	14.689	14.689	11.8506	bin.020	63							Bacteria?					
4724	NODE_4725_length_5162_cov_10.560995	5162	14.9745	14.9745	27.0421	bin.020	56							Bacteria?					
4728	NODE_4729_length_5158_cov_9.905154	5158	14.0895	14.0895	21.8211	bin.020	61							Bacteria?					
4748	NODE_4749_length_5149_cov_9.427758	5149	12.7467	12.7467	26.4834	bin.020	60							Bacteria?					
4899	NODE_4900_length_5063_cov_11.280351	5063	14.4073	14.4073	16.3282	bin.020	61							Bacteria?					
4906	NODE_4907_length_5060_cov_9.992807	5060	14.5731	14.5731	14.8384	bin.020	57							Bacteria?					
4917	NODE_4918_length_5057_cov_10.731108	5057	14.9028	14.9028	17.648	bin.020	59							Bacteria?					
4918	NODE_4919_length_5056_cov_10.509898	5056	15.3781	15.3781	30.6978	bin.020	58							Bacteria?					
4934	NODE_4935_length_5049_cov_11.827193	5049	16.4001	16.4001	37.7629	bin.020	57							Bacteria?					
4966	NODE_4967_length_5033_cov_10.570912	5033	14.4028	14.4028	17.1175	bin.020	60							Bacteria?					
4971	NODE_4972_length_5030_cov_9.977688	5030	14.2094	14.2094	18.3727	bin.020	60							Bacteria?					
4980	NODE_4981_length_5026_cov_9.952323	5026	13.9602	13.9602	15.528	bin.020	63							Bacteria?					
5009	NODE_5010_length_5011_cov_12.976190	5011	15.8313	15.8313	18.2481	bin.020	60							Bacteria?					
463	NODE_464_length_16071_cov_4.408904	16071	6.51963	6.51963	7.59137	bin.021	48							Bacteria?					
775	NODE_776_length_12524_cov_3.720747	12524	5.58203	5.58203	5.76657	bin.021	50							Bacteria?					
880	NODE_881_length_11804_cov_3.523704	11804	5.32796	5.32796	6.35949	bin.021	59							Bacteria?					
1104	NODE_1105_length_10615_cov_3.445644	10615	5.29393	5.29393	4.49596	bin.021	53							Bacteria?					
1373	NODE_1374_length_9532_cov_3.760473	9532	5.6295	5.6295	5.89818	bin.021	55							Bacteria?					
1389	NODE_1390_length_9482_cov_4.672006	9482	7.0688	7.0688	8.28221	bin.021	50							Bacteria?					
1417	NODE_1418_length_9387_cov_3.989713	9387	5.75804	5.75804	9.44471	bin.021	50							Bacteria?					
1502	NODE_1503_length_9145_cov_3.775138	9145	5.78143	5.78143	8.12168	bin.021	53							Bacteria?					
1504	NODE_1505_length_9139_cov_4.330141	9139	6.48615	6.48615	8.86154	bin.021	51	bin.021	0.193	0.013	0.627	0.913	0.913	NCLDV	8836.0	1.0	28.6	0.0	|full
1682	NODE_1683_length_8611_cov_3.759935	8611	5.41827	5.41827	6.72072	bin.021	55							Bacteria?					
1748	NODE_1749_length_8471_cov_3.483127	8471	5.32592	5.32592	5.71793	bin.021	55							Bacteria?					
1749	NODE_1750_length_8470_cov_4.233987	8470	5.7756	5.7756	6.24402	bin.021	52							Bacteria?					
1814	NODE_1815_length_8321_cov_3.383983	8321	5.13597	5.13597	5.09448	bin.021	58							Bacteria?					
1875	NODE_1876_length_8168_cov_4.109700	8168	5.81604	5.81604	6.24688	bin.021	51							Bacteria?					
1950	NODE_1951_length_8014_cov_3.922352	8014	5.94163	5.94163	5.38454	bin.021	56							Bacteria?					
2005	NODE_2006_length_7925_cov_3.655400	7925	5.53479	5.53479	5.52226	bin.021	53							Bacteria?					
2044	NODE_2045_length_7843_cov_6.143811	7843	9.11231	9.11231	11.1132	bin.021	54							Bacteria?					
2163	NODE_2164_length_7585_cov_4.075432	7585	6.22125	6.22125	5.68414	bin.021	53							Bacteria?					
2276	NODE_2277_length_7360_cov_3.545517	7360	5.19334	5.19334	4.17854	bin.021	59							Bacteria?					
2277	NODE_2278_length_7358_cov_4.461317	7358	5.20241	5.20241	8.46864	bin.021	54							Bacteria?					
2373	NODE_2374_length_7215_cov_4.008240	7215	4.7673	4.7673	5.78808	bin.021	54							Bacteria?					
2409	NODE_2410_length_7162_cov_3.570846	7162	5.41757	5.41757	4.46708	bin.021	53							Bacteria?					
2411	NODE_2412_length_7160_cov_3.765799	7160	5.61612	5.61612	6.27516	bin.021	50							Bacteria?					
2465	NODE_2466_length_7091_cov_3.428795	7091	5.27431	5.27431	4.62455	bin.021	54							Bacteria?					
2527	NODE_2528_length_7002_cov_4.023751	7002	6.14915	6.14915	5.12675	bin.021	50							Bacteria?					
2649	NODE_2650_length_6864_cov_3.607578	6864	5.36416	5.36416	7.75794	bin.021	59	bin.021	0.113	0.007	0.34	0.6	0.6	NCLDV	6569.0	0.0	20.0	0.0	|full
2889	NODE_2890_length_6543_cov_3.861128	6543	5.73315	5.73315	5.92273	bin.021	56							Bacteria?					
3031	NODE_3032_length_6400_cov_4.250591	6400	6.32272	6.32272	8.0009	bin.021	47	bin.021	0.12	0.007	0.067	0.667	0.667	NCLDV	6091.0	0.0	12.5	0.0	|full
3032	NODE_3033_length_6400_cov_4.093302	6400	5.47024	5.47024	5.97553	bin.021	51							Bacteria?					
3038	NODE_3039_length_6395_cov_3.538486	6395	5.25076	5.25076	6.1361	bin.021	56							Bacteria?					
3091	NODE_3092_length_6333_cov_3.931666	6333	5.612	5.612	6.43368	bin.021	54							Bacteria?					
3135	NODE_3136_length_6289_cov_4.036092	6289	5.9135	5.9135	6.20353	bin.021	53							Bacteria?					
3184	NODE_3185_length_6238_cov_3.453340	6238	5.31932	5.31932	5.04644	bin.021	55							Bacteria?					
3187	NODE_3188_length_6234_cov_3.597022	6234	5.23356	5.23356	4.94639	bin.021	54							Bacteria?					
3193	NODE_3194_length_6230_cov_4.049069	6230	6.21612	6.21612	6.21165	bin.021	50	bin.021	0.46	0.047	0.7	0.24	0.7	lavidaviridae	5803.0	0.0	37.5	12.5	|full
3231	NODE_3232_length_6185_cov_3.548287	6185	5.49544	5.49544	6.32828	bin.021	56	bin.021	0.373	0.153	0.453	0.613	0.613	NCLDV	6181.0	0.0	50.0	0.0	|full
3357	NODE_3358_length_6080_cov_3.586722	6080	5.44368	5.44368	5.45033	bin.021	50							Bacteria?					
3439	NODE_3440_length_6021_cov_3.476534	6021	5.20491	5.20491	5.03576	bin.021	57							Bacteria?					
3481	NODE_3482_length_5979_cov_3.523126	5979	5.33797	5.33797	7.09323	bin.021	52	bin.021	0.633	0.107	0.62	0.24	0.633	dsDNAphage	5977.0	0.0	42.9	0.0	|full
3568	NODE_3569_length_5910_cov_3.639966	5910	5.48594	5.48594	5.43631	bin.021	52							Bacteria?					
3638	NODE_3639_length_5849_cov_4.030549	5849	6.08826	6.08826	5.00992	bin.021	56							Bacteria?					
3693	NODE_3694_length_5816_cov_4.222357	5816	6.00388	6.00388	5.94701	bin.021	52							Bacteria?					
3745	NODE_3746_length_5782_cov_3.939934	5782	5.94478	5.94478	5.69451	bin.021	54							Bacteria?					
3824	NODE_3825_length_5717_cov_3.484634	5717	5.30681	5.30681	6.71141	bin.021	56							Bacteria?					
3869	NODE_3870_length_5681_cov_4.176857	5681	6.02748	6.02748	5.65679	bin.021	52							Bacteria?					
3876	NODE_3877_length_5679_cov_3.739331	5679	5.72364	5.72364	6.69518	bin.021	53							Bacteria?					
3915	NODE_3916_length_5652_cov_3.559585	5652	5.30225	5.30225	5.68673	bin.021	55							Bacteria?					
4031	NODE_4032_length_5570_cov_4.218132	5570	5.71827	5.71827	4.75819	bin.021	51							Bacteria?					
4162	NODE_4163_length_5498_cov_3.837038	5498	5.76028	5.76028	6.621	bin.021	53	bin.021	0.907	0.133	0.847	0.5	0.907	dsDNAphage	5230.0	1.0	57.1	0.0	|full
4174	NODE_4175_length_5484_cov_3.581507	5484	5.22422	5.22422	5.54922	bin.021	56							Bacteria?					
4320	NODE_4321_length_5392_cov_3.756980	5392	5.38363	5.38363	7.4829	bin.021	54							Bacteria?					
4321	NODE_4322_length_5392_cov_3.743301	5392	5.7251	5.7251	5.07246	bin.021	56							Bacteria?					
4427	NODE_4428_length_5334_cov_3.443834	5334	5.21779	5.21779	7.33358	bin.021	53							Bacteria?					
4631	NODE_4632_length_5214_cov_3.978678	5214	5.68819	5.68819	4.61476	bin.021	57							Bacteria?					
4650	NODE_4651_length_5205_cov_3.551650	5205	5.38655	5.38655	6.03142	bin.021	57							Bacteria?					
4685	NODE_4686_length_5183_cov_3.667902	5183	5.53904	5.53904	5.99667	bin.021	53							Bacteria?					
4742	NODE_4743_length_5151_cov_4.088108	5151	6.27175	6.27175	6.78642	bin.021	51							Bacteria?					
4759	NODE_4760_length_5145_cov_3.569745	5145	5.48268	5.48268	5.16852	bin.021	55							Bacteria?					
4761	NODE_4762_length_5143_cov_3.898781	5143	5.87382	5.87382	3.55218	bin.021	54							Bacteria?					
5016	NODE_5017_length_5007_cov_4.081381	5007	5.49166	5.49166	6.51769	bin.021	54							Bacteria?					
8	NODE_9_length_151760_cov_33.060387	151760	49.9507	49.9507	95.5492	bin.unbinned	54	bin.unbinned	0.993	0.02	0.007	0.127	0.993	dsDNAphage	151756.0	9.0	28.1	1.5	|full
13	NODE_14_length_134784_cov_106.147637	134784	160.618	160.618	689.668	bin.unbinned	50	bin.unbinned	1.0	0.027	0.027	0.167	1.0	dsDNAphage	134729.0	2.0	18.8	0.0	|full
14	NODE_15_length_134642_cov_13.571296	134642	20.357	20.357	29.0746	bin.unbinned	60	bin.unbinned	0.88	0.007	0.007	0.433	0.88	dsDNAphage	132897.0	0.0	13.1	2.2	|full
20	NODE_21_length_116131_cov_9.677591	116131	14.5886	14.5886	20.9107	bin.unbinned	51	bin.unbinned	1.0	0.0	0.007	0.1	1.0	dsDNAphage	116076.0	3.0	21.6	0.6	|full
28	NODE_29_length_73503_cov_6.763275	73503	10.1391	10.1391	13.3485	bin.unbinned	53							Bacteria?					
31	NODE_32_length_71693_cov_5.307937	71693	8.0718	8.0718	8.93772	bin.unbinned	38	bin.unbinned	1.0	0.027	0.3	0.18	1.0	dsDNAphage	71691.0	5.0	31.9	2.1	|full
45	NODE_46_length_57558_cov_11.367824	57558	17.1136	17.1136	30.5411	bin.unbinned	48	bin.unbinned	0.893	0.0	0.04	0.02	0.893	dsDNAphage	56322.0	2.0	13.0	8.7	|full
46	NODE_47_length_57102_cov_9.953424	57102	14.7034	14.7034	18.0414	bin.unbinned	54							Bacteria?					
48	NODE_49_length_55173_cov_7.503502	55173	11.3811	11.3811	14.1186	bin.unbinned	66	bin.unbinned	1.0	0.013	0.02	0.24	1.0	dsDNAphage	55118.0	5.0	30.2	4.7	|full
55	NODE_56_length_53017_cov_6.776670	53017	10.3111	10.3111	13.6523	bin.unbinned	61	bin.unbinned	1.0	0.313	0.867	0.327	1.0	dsDNAphage	52930.0	17.0	62.5	0.0	|full
56	NODE_57_length_50645_cov_6.135995	50645	9.29009	9.29009	12.3368	bin.unbinned	39	bin.unbinned	0.98	0.0	0.08	0.107	0.98	dsDNAphage	50590.0	3.0	14.7	1.5	|full
60	NODE_61_length_48820_cov_6.631231	48820	9.89408	9.89408	13.4142	bin.unbinned	72	bin.unbinned	0.96	0.007	0.053	0.08	0.96	dsDNAphage	48350.0	1.0	15.8	5.3	|full
63	NODE_64_length_46944_cov_6.037173	46944	9.14363	9.14363	14.3436	bin.unbinned	48	bin.unbinned	1.0	0.0	0.013	0.22	1.0	dsDNAphage	46941.0	3.0	27.7	1.5	|full
64	NODE_65_length_46790_cov_137.627132	46790	207.946	207.946	1286.59	bin.unbinned	44	bin.unbinned	1.0	0.22	0.953	0.347	1.0	dsDNAphage	46703.0	1.0	27.3	0.0	|full
66	NODE_67_length_46450_cov_15.233042	46450	23.1825	23.1825	32.752	bin.unbinned	35	bin.unbinned	0.987	0.007	0.0	0.16	0.987	dsDNAphage	45643.0	1.0	10.4	1.5	|full
72	NODE_73_length_44238_cov_24.447253	44238	36.9995	36.9995	93.9339	bin.unbinned	66	bin.unbinned	0.96	0.013	0.02	0.027	0.96	dsDNAphage	44235.0	3.0	17.7	9.7	|full
75	NODE_76_length_43370_cov_16.431883	43370	24.9368	24.9368	34.2004	bin.unbinned	68	bin.unbinned	0.987	0.033	0.073	0.253	0.987	dsDNAphage	43231.0	3.0	19.4	0.0	|full
77	NODE_78_length_42651_cov_13.546906	42651	20.2996	20.2996	28.4127	bin.unbinned	53	bin.unbinned	1.0	0.02	0.02	0.073	1.0	dsDNAphage	42596.0	4.0	32.4	1.4	|full
78	NODE_79_length_42345_cov_27.702175	42345	40.1823	40.1823	69.0248	bin.unbinned	55							Bacteria?					
81	NODE_82_length_41336_cov_6.486374	41336	9.57544	9.57544	11.836	bin.unbinned	60	bin.unbinned	1.0	0.053	0.04	0.493	1.0	dsDNAphage	41334.0	11.0	41.4	1.7	|full
83	NODE_84_length_40435_cov_13.949009	40435	21.0149	21.0149	26.4465	bin.unbinned	57	bin.unbinned	1.0	0.007	0.02	0.193	1.0	dsDNAphage	40433.0	4.0	38.3	2.1	|full
89	NODE_90_length_37670_cov_22.742177	37670	34.4765	34.4765	39.4091	bin.unbinned	54	bin.unbinned	0.993	0.133	0.007	0.193	0.993	dsDNAphage	37615.0	6.0	22.4	1.3	|full
96	NODE_97_length_36409_cov_5.754497	36409	8.71535	8.71535	9.62693	bin.unbinned	68	bin.unbinned	0.933	0.0	0.227	0.793	0.933	dsDNAphage	33894.0	1.0	30.0	6.7	|full
97	NODE_98_length_36372_cov_5.421345	36372	8.13254	8.13254	9.63066	bin.unbinned	61	bin.unbinned	0.993	0.053	0.147	0.193	0.993	dsDNAphage	36183.0	1.0	13.2	0.0	|full
102	NODE_103_length_35774_cov_13.085557	35774	19.6988	19.6988	28.55	bin.unbinned	53	bin.unbinned	0.993	0.173	0.973	0.36	0.993	dsDNAphage	35446.0	1.0	25.6	0.0	|full
103	NODE_104_length_35384_cov_8.410626	35384	12.7607	12.7607	13.6913	bin.unbinned	44	bin.unbinned	0.993	0.007	0.14	0.267	0.993	dsDNAphage	35382.0	3.0	13.9	0.0	|full
104	NODE_105_length_35288_cov_5.780206	35288	8.6294	8.6294	10.2636	bin.unbinned	64	bin.unbinned	0.98	0.0	0.033	0.02	0.98	dsDNAphage	34843.0	4.0	24.0	6.0	|full
116	NODE_117_length_33601_cov_5.359387	33601	8.05725	8.05725	9.291	bin.unbinned	61	bin.unbinned	1.0	0.02	0.367	0.58	1.0	dsDNAphage	33455.0	2.0	45.9	0.0	|full
129	NODE_130_length_31974_cov_5.166390	31974	7.80332	7.80332	9.21661	bin.unbinned	38	bin.unbinned	1.0	0.087	0.573	0.273	1.0	dsDNAphage	31973.0	5.0	27.1	0.0	|full
131	NODE_132_length_31506_cov_9.668437	31506	14.4161	14.4161	19.0478	bin.unbinned	54							Bacteria?					
151	NODE_152_length_28942_cov_4.369128	28942	6.62399	6.62399	7.75182	bin.unbinned	61	bin.unbinned	0.993	0.02	0.007	0.233	0.993	dsDNAphage	28939.0	2.0	24.5	2.0	|full
157	NODE_158_length_28425_cov_10.493444	28425	15.5168	15.5168	20.7288	bin.unbinned	54							Bacteria?					
160	NODE_161_length_28283_cov_5.159487	28283	7.86752	7.86752	10.1988	bin.unbinned	61	bin.unbinned	0.987	0.0	0.06	0.227	0.987	dsDNAphage	28281.0	1.0	17.4	2.2	|full
169	NODE_170_length_26866_cov_6.605125	26866	10.0288	10.0288	13.4257	bin.unbinned	46							Bacteria?					
175	NODE_176_length_26444_cov_5.660881	26444	8.40964	8.40964	10.5475	bin.unbinned	52							Bacteria?					
181	NODE_182_length_25870_cov_4.513732	25870	6.85447	6.85447	8.31047	bin.unbinned	48	bin.unbinned	1.0	0.067	0.707	0.653	1.0	dsDNAphage	25866.0	1.0	38.1	0.0	|full
188	NODE_189_length_25265_cov_5.835383	25265	8.91292	8.91292	10.9577	bin.unbinned	66	bin.unbinned	0.987	0.04	0.067	0.16	0.987	dsDNAphage	25263.0	1.0	19.1	0.0	|full
212	NODE_213_length_23247_cov_5.797516	23247	8.82201	8.82201	11.1639	bin.unbinned	71	bin.unbinned	0.873	0.013	0.053	0.147	0.873	dsDNAphage	21108.0	0.0	18.2	2.3	|full
222	NODE_223_length_22534_cov_12.214778	22534	18.4935	18.4935	27.6521	bin.unbinned	52	bin.unbinned	0.873	0.08	0.0	0.193	0.873	dsDNAphage	22366.0	0.0	2.3	0.0	|full
